Vessel Name: KH2506_231_GR_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric: Phase Object Confluence (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Type: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passage: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis: KKH_1806_improvedPhase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Time,Elapsed,F1_231 (1) 3K / well (B2),F1_231 (1) 3K / well (B3),F1_231 (1) 3K / well (B4),F1_231 (1) 3K / well (B5),F1_231 (1) 3K / well (B6),F1_231 (1) 3K / well (B7),F1_231 (1) 3K / well (B8),F1_231 (1) 3K / well (B9),F1_231 (1) 3K / well (B10),F1_231 (1) 3K / well (B11),F2_231 (1) 3K / well (C2),F2_231 (1) 3K / well (C3),F2_231 (1) 3K / well (C4),F2_231 (1) 3K / well (C5),F2_231 (1) 3K / well (C6),F2_231 (1) 3K / well (C7),F2_231 (1) 3K / well (C8),F2_231 (1) 3K / well (C9),F2_231 (1) 3K / well (C10),F2_231 (1) 3K / well (C11),F3_231 (1) 3K / well (D2),F3_231 (1) 3K / well (D3),F3_231 (1) 3K / well (D4),F3_231 (1) 3K / well (D5),F3_231 (1) 3K / well (D6),F3_231 (1) 3K / well (D7),F3_231 (1) 3K / well (D8),F3_231 (1) 3K / well (D9),F3_231 (1) 3K / well (D10),F3_231 (1) 3K / well (D11),F4_231 (1) 3K / well (E2),F4_231 (1) 3K / well (E3),F4_231 (1) 3K / well (E4),F4_231 (1) 3K / well (E5),F4_231 (1) 3K / well (E6),F4_231 (1) 3K / well (E7),F4_231 (1) 3K / well (E8),F4_231 (1) 3K / well (E9),F4_231 (1) 3K / well (E10),F4_231 (1) 3K / well (E11),F5_231 (1) 3K / well (F2),F5_231 (1) 3K / well (F3),F5_231 (1) 3K / well (F4),F5_231 (1) 3K / well (F5),F5_231 (1) 3K / well (F6),F5_231 (1) 3K / well (F7),F5_231 (1) 3K / well (F8),F5_231 (1) 3K / well (F9),F5_231 (1) 3K / well (F10),F5_231 (1) 3K / well (F11),F6_231 (1) 3K / well (G2),F6_231 (1) 3K / well (G3),F6_231 (1) 3K / well (G4),F6_231 (1) 3K / well (G5),F6_231 (1) 3K / well (G6),F6_231 (1) 3K / well (G7),F6_231 (1) 3K / well (G8),F6_231 (1) 3K / well (G9),F6_231 (1) 3K / well (G10),F6_231 (1) 3K / well (G11),F7_231 (1) 3K / well (B2),F7_231 (1) 3K / well (B3),F7_231 (1) 3K / well (B4),F7_231 (1) 3K / well (B5),F7_231 (1) 3K / well (B6),F7_231 (1) 3K / well (B7),F7_231 (1) 3K / well (B8),F7_231 (1) 3K / well (B9),F7_231 (1) 3K / well (B10),F7_231 (1) 3K / well (B11),F8_231 (1) 3K / well (C2),F8_231 (1) 3K / well (C3),F8_231 (1) 3K / well (C4),F8_231 (1) 3K / well (C5),F8_231 (1) 3K / well (C6),F8_231 (1) 3K / well (C7),F8_231 (1) 3K / well (C8),F8_231 (1) 3K / well (C9),F8_231 (1) 3K / well (C10),F8_231 (1) 3K / well (C11),C1_231 (1) 3K / well (D2),C1_231 (1) 3K / well (D3),C1_231 (1) 3K / well (D4),C1_231 (1) 3K / well (D5),C1_231 (1) 3K / well (D6),C1_231 (1) 3K / well (D7),C1_231 (1) 3K / well (D8),C1_231 (1) 3K / well (D9),C1_231 (1) 3K / well (D10),C1_231 (1) 3K / well (D11),C2_231 (1) 3K / well (E2),C2_231 (1) 3K / well (E3),C2_231 (1) 3K / well (E4),C2_231 (1) 3K / well (E5),C2_231 (1) 3K / well (E6),C2_231 (1) 3K / well (E7),C2_231 (1) 3K / well (E8),C2_231 (1) 3K / well (E9),C2_231 (1) 3K / well (E10),C2_231 (1) 3K / well (E11),C3_231 (1) 3K / well (F2),C3_231 (1) 3K / well (F3),C3_231 (1) 3K / well (F4),C3_231 (1) 3K / well (F5),C3_231 (1) 3K / well (F6),C3_231 (1) 3K / well (F7),C3_231 (1) 3K / well (F8),C3_231 (1) 3K / well (F9),C3_231 (1) 3K / well (F10),C3_231 (1) 3K / well (F11),C4_231 (1) 3K / well (G2),C4_231 (1) 3K / well (G3),C4_231 (1) 3K / well (G4),C4_231 (1) 3K / well (G5),C4_231 (1) 3K / well (G6),C4_231 (1) 3K / well (G7),C4_231 (1) 3K / well (G8),C4_231 (1) 3K / well (G9),C4_231 (1) 3K / well (G10),C4_231 (1) 3K / well (G11),C5_231 (1) 3K / well (B2),C5_231 (1) 3K / well (B3),C5_231 (1) 3K / well (B4),C5_231 (1) 3K / well (B5),C5_231 (1) 3K / well (B6),C5_231 (1) 3K / well (B7),C5_231 (1) 3K / well (B8),C5_231 (1) 3K / well (B9),C5_231 (1) 3K / well (B10),C5_231 (1) 3K / well (B11),C6_231 (1) 3K / well (C2),C6_231 (1) 3K / well (C3),C6_231 (1) 3K / well (C4),C6_231 (1) 3K / well (C5),C6_231 (1) 3K / well (C6),C6_231 (1) 3K / well (C7),C6_231 (1) 3K / well (C8),C6_231 (1) 3K / well (C9),C6_231 (1) 3K / well (C10),C6_231 (1) 3K / well (C11),C7_231 (1) 3K / well (D2),C7_231 (1) 3K / well (D3),C7_231 (1) 3K / well (D4),C7_231 (1) 3K / well (D5),C7_231 (1) 3K / well (D6),C7_231 (1) 3K / well (D7),C7_231 (1) 3K / well (D8),C7_231 (1) 3K / well (D9),C7_231 (1) 3K / well (D10),C7_231 (1) 3K / well (D11),C8_231 (1) 3K / well (E2),C8_231 (1) 3K / well (E3),C8_231 (1) 3K / well (E4),C8_231 (1) 3K / well (E5),C8_231 (1) 3K / well (E6),C8_231 (1) 3K / well (E7),C8_231 (1) 3K / well (E8),C8_231 (1) 3K / well (E9),C8_231 (1) 3K / well (E10),C8_231 (1) 3K / well (E11),GFP (1) 3K / well (F2),GFP (1) 3K / well (F3),GFP (1) 3K / well (F4),GFP (1) 3K / well (F5),GFP (1) 3K / well (F6),GFP (1) 3K / well (F7),GFP (1) 3K / well (F8),GFP (1) 3K / well (F9),GFP (1) 3K / well (F10),GFP (1) 3K / well (F11),MC (1) 3K / well (G2),MC (1) 3K / well (G3),MC (1) 3K / well (G4),MC (1) 3K / well (G5),MC (1) 3K / well (G6),MC (1) 3K / well (G7),MC (1) 3K / well (G8),MC (1) 3K / well (G9),MC (1) 3K / well (G10),MC (1) 3K / well (G11)
9/19/2025 8:03,40,16.55032,16.90258,18.34236,18.30553,18.76077,19.7415,19.44583,19.26629,17.02051,17.00847,14.02652,18.35174,15.04203,18.07519,20.33773,17.78729,18.56601,18.53622,15.49641,18.31848,19.61064,22.20668,20.53714,22.98525,23.22,23.981,23.17701,21.10218,21.92627,21.62427,1.372057,18.79342,22.72639,21.63496,21.99739,20.48655,21.70777,18.92175,23.17591,19.82574,19.86491,21.13962,21.46039,21.86863,21.41908,20.24299,22.26418,19.20429,19.77225,17.49877,15.86902,18.11839,15.86787,17.27122,17.56603,18.32247,20.04416,17.62214,17.30483,17.36728,11.70782,14.18208,12.94314,14.17519,13.69262,15.27421,14.3172,14.084,13.12588,12.33735,13.2211,14.99516,15.75025,16.01621,15.05397,15.28038,15.66126,14.71408,16.62205,12.88795,9.054794,10.21614,11.46977,10.92809,11.75771,11.67263,10.4167,10.73855,9.635488,9.065397,8.304864,9.902769,12.96018,9.778913,10.15991,9.648244,10.71169,7.703161,11.83502,7.989038,10.20486,8.652046,10.03396,11.10965,13.02757,10.22897,12.16874,12.10614,9.473433,8.609941,13.16383,12.59124,15.96712,13.3,16.19385,14.01902,13.84346,15.1898,12.03406,12.50907,10.36191,14.44158,12.88366,13.66582,13.02251,12.38324,12.90596,11.61751,11.71631,10.28324,17.02105,16.33308,15.2584,15.2395,16.09655,15.44478,15.53249,16.09049,14.30515,15.73416,13.64425,12.34554,13.25194,15.07484,13.49093,14.28921,13.25502,14.05811,15.34357,13.51271,10.4337,9.455686,10.36645,9.571431,10.351,10.62022,9.850325,10.8662,10.39728,9.664422,9.596355,10.24861,10.55774,9.917131,9.494886,13.18871,10.9002,11.73349,11.5381,10.61789,11.34642,13.15186,13.37747,15.56611,12.51874,12.78525,12.78351,14.20038,11.66813,11.48799
9/19/2025 12:03,44,18.2823,18.45687,20.0639,19.78603,20.12408,21.84745,21.04072,21.02368,18.37524,18.40273,15.67997,19.53803,17.38559,20.55343,21.46932,19.40908,19.86088,19.97691,16.53456,20.28646,20.56085,24.38535,22.98569,26.26284,25.1398,26.17381,26.20952,23.08354,24.26149,23.77633,3.462688,20.16995,24.68659,23.74726,24.25564,22.22431,23.28411,20.51619,25.00201,21.31551,20.80294,22.90319,23.43238,23.99444,22.35751,22.1407,24.27913,20.51764,21.86277,19.50188,17.52339,20.16177,17.29513,18.51681,18.75545,20.15165,21.69457,19.12642,19.17735,19.1964,12.81367,15.17727,14.06851,15.12557,14.52398,16.48758,14.99478,15.1868,14.04535,13.49181,13.9225,16.29689,16.70049,16.9831,16.6746,16.37342,16.92664,15.83306,17.93347,14.00786,9.508872,11.04895,12.16003,11.81636,12.58235,12.31935,11.38768,11.52627,10.43775,9.557227,8.98156,10.71638,14.24929,10.6793,11.16458,10.82383,11.7096,8.358356,12.94061,8.981074,10.85816,9.358495,11.01907,11.92098,14.24814,11.15149,13.26734,12.90048,10.09195,9.319962,14.27459,13.84219,17.42235,14.74257,17.46016,15.55871,14.89983,16.57816,13.35786,13.54883,8.7081,11.49127,10.67736,11.24946,12.07991,10.2064,10.46215,10.1451,9.874055,8.934213,15.92382,14.30854,13.39204,14.72819,16.01952,13.63973,15.07595,16.14565,14.12867,14.69192,12.01385,11.23942,12.34106,15.60774,12.56245,13.02155,12.63672,13.25937,14.55672,11.6855,9.695592,8.91178,9.895442,10.29964,9.939154,9.793009,7.915545,10.16355,9.615626,9.193013,8.826822,9.601855,9.171255,10.28522,9.81674,12.45247,10.53148,11.72481,11.25351,9.536509,11.45444,12.46934,13.1276,14.89708,12.01393,12.465,11.79307,12.35709,11.70179,10.83678
9/19/2025 16:03,48,19.38561,19.53231,21.01963,19.91345,22.39158,21.79588,22.56475,21.77481,18.93121,19.02957,15.95353,20.73767,17.50823,20.04843,22.38898,21.9556,20.66367,22.51784,18.27099,23.46892,21.47012,24.05651,22.4891,24.25427,21.86791,26.22715,25.91794,22.78154,24.71157,22.63238,0.1173508,19.21525,22.50745,23.1258,23.6601,22.32321,22.45455,20.37995,24.36095,21.34569,20.07777,21.21067,23.22515,22.99495,22.59575,22.05187,23.66167,21.24935,21.85013,18.42434,17.195,20.45936,17.20671,19.24346,17.38246,20.64772,21.9186,19.4322,18.00563,17.49925,12.49139,14.74511,14.46317,14.05202,15.36569,16.76071,15.3869,16.22469,14.62324,14.33172,14.56027,16.24246,16.67078,16.62361,17.08896,16.37409,15.82985,15.62281,17.94858,13.30814,8.651005,10.71742,11.5437,12.05757,12.27936,12.6435,11.52862,11.66639,10.53725,9.507197,8.599969,11.60189,14.59937,10.88003,12.00326,12.03168,12.05638,8.617976,13.67164,9.694035,10.52996,9.408816,11.1339,12.02033,12.3767,10.61476,12.89817,12.99302,11.12493,9.466508,14.06487,13.31472,17.16134,15.48116,17.41852,15.557,14.23478,16.8283,13.00281,15.49183,10.7056,14.43133,13.57338,13.81578,14.62969,13.47266,12.62282,12.47132,12.44837,11.53527,17.05417,17.64941,16.1952,17.50931,17.81975,16.34878,16.71938,18.8844,16.22123,17.53467,13.07823,12.46608,13.56076,16.14248,14.1085,14.44248,13.71687,14.31222,16.51593,13.22928,10.37675,9.985047,10.76842,10.31207,11.21517,11.14267,8.951533,11.20628,11.17138,10.64343,9.829643,10.30594,10.57991,10.66471,10.7009,14.00799,12.52474,13.00489,13.13009,12.27693,12.6975,14.09709,15.02916,17.09263,14.00204,15.72935,13.85621,14.70951,13.42199,12.58079
9/19/2025 20:03,52,21.70512,21.7286,23.35782,21.67988,24.9061,23.76824,24.91628,24.00839,21.91484,21.70173,18.19428,23.59859,18.87739,21.85169,24.69984,23.34409,23.0514,24.43429,19.67227,24.84284,24.26927,26.65005,25.05999,27.10174,24.72378,29.69444,29.9094,25.86081,27.41043,25.48734,0.1542484,22.08627,26.28349,25.85872,26.59456,25.52876,25.63075,22.90004,27.65216,23.99457,21.83966,23.43664,25.24203,24.76019,25.20793,24.11024,25.83887,23.94808,23.78278,20.35934,19.04065,22.74214,19.98803,21.30815,19.71545,22.03581,23.91264,20.88585,19.94102,19.20514,13.83223,16.31026,15.89362,15.69987,17.29822,19.0539,16.65076,18.16112,15.99571,15.95566,15.93527,18.17037,18.59307,18.62676,18.71385,18.33306,17.46805,17.53962,19.55425,14.82771,9.759197,12.26815,13.22955,13.61066,13.6982,13.83225,12.99268,13.29795,11.93463,10.61052,9.698714,12.97873,16.00289,12.14167,13.52242,13.15143,13.56073,9.631248,14.88142,10.79029,11.36926,10.36515,12.29338,13.25205,13.6965,12.16554,14.5705,14.71631,12.35394,10.53624,15.42461,14.55473,18.99797,17.12258,19.56784,17.14437,15.8119,18.56966,14.55529,16.77874,12.39872,16.79408,14.76581,16.10023,16.49852,15.33164,14.07209,13.44732,14.41782,12.76048,18.58636,19.53074,17.83339,19.81251,19.98166,17.66785,18.7739,21.07461,17.89762,19.54622,13.89701,13.5681,14.97989,17.15188,15.44198,15.76797,15.05147,15.3625,17.88515,14.51416,11.58467,11.35211,11.79031,11.82974,12.19921,12.23856,10.41771,12.1796,12.52292,11.8942,10.76967,11.65105,11.60196,11.39701,11.50979,15.30879,14.11547,14.28272,14.66785,13.28616,13.92919,15.22581,17.31461,19.17076,15.74153,17.7075,15.63946,16.40809,14.76983,14.171
9/20/2025 0:03,56,23.59796,23.48536,25.39201,23.4214,26.77755,26.55354,27.1157,26.66793,22.57509,24.03412,20.27696,26.2488,19.43214,24.24584,26.12131,25.81672,25.80355,27.46046,22.01867,27.47587,25.92974,28.81588,26.83665,29.08507,25.91434,31.65353,32.9735,28.2468,30.56905,28.25628,0.1132965,24.02466,28.37463,29.17357,28.93633,27.88886,28.47503,25.47666,30.38566,26.53412,23.51093,25.54617,26.96365,27.26091,26.89439,25.65057,27.73308,25.96101,25.99043,22.40969,20.77437,24.99802,21.41711,23.08475,21.80569,24.33385,25.47313,23.111,21.9588,20.96328,14.7778,17.73414,17.00252,17.21141,18.52123,20.32047,17.96014,18.8716,17.2939,17.04451,17.23015,19.52041,19.98409,19.99404,20.23812,19.35315,18.8619,18.99334,20.91504,15.52788,10.82413,13.52563,14.5116,14.98583,15.11564,15.37083,14.11278,14.56813,13.06813,11.4582,10.4196,14.14968,17.76331,13.3267,14.27325,14.56783,14.97639,10.61498,16.38333,11.8098,12.28639,11.38485,13.43863,14.56771,14.86568,13.06318,15.67542,15.68577,13.49426,11.45395,16.90022,16.01573,20.47025,18.51253,20.90664,18.93298,17.35617,20.20748,15.75117,18.05347,13.90073,18.17602,16.60906,17.85064,17.65141,16.23104,15.69982,14.71825,15.68274,13.9518,19.85026,20.87367,18.89854,21.04915,21.69015,18.84776,20.30091,22.43825,19.64978,20.89587,15.40234,14.70149,16.28815,18.73507,16.89748,17.38124,16.52426,16.99269,19.24297,15.7287,12.5369,12.33619,12.64242,12.53359,13.44711,13.40368,10.89124,13.59882,13.38449,12.88764,11.48153,12.61917,12.47143,12.56802,12.76644,16.81653,15.72215,15.75548,15.84712,14.35352,14.85152,16.39516,18.39849,20.50149,17.25247,19.49149,17.10398,17.53135,16.11837,15.37784
9/20/2025 4:03,60,24.16092,24.17774,27.60251,25.96299,28.24035,27.84731,28.5023,28.42889,24.92411,23.99081,20.14904,28.2305,21.85265,26.39924,28.55125,29.65092,28.11072,28.85895,24.05319,28.71931,27.89183,30.92649,29.59641,33.3663,29.18325,35.94289,35.49681,30.80271,32.15876,30.33725,0.1075685,27.15899,31.09476,32.561,31.77154,30.74862,31.50224,27.92199,34.18921,29.26022,25.67646,26.79445,28.86673,29.57922,27.93991,28.05145,30.34482,26.8763,28.25461,23.74987,22.21143,27.14987,23.22426,24.63965,23.89802,26.28834,27.70929,24.86994,23.48268,22.94083,16.16012,19.31144,18.87114,18.5409,19.7384,21.75918,18.88675,22.13132,18.61905,18.61135,18.21434,20.63813,21.48337,21.28646,21.52402,21.30225,20.45345,20.98488,22.66779,16.86519,11.62453,14.19915,15.76506,15.75502,16.62572,16.31857,15.08863,15.07784,13.74794,12.62364,11.34471,15.31623,19.09608,14.06718,15.64218,15.61279,16.22555,11.3927,17.7825,12.52778,13.04531,12.41724,14.26398,15.44972,16.03489,14.04733,16.75655,16.88019,14.12546,12.45529,17.99718,17.52741,22.36688,20.31003,22.15282,20.40432,18.99161,21.81255,17.49822,19.39554,14.50984,20.11273,18.35483,18.57738,19.56328,17.07445,17.86366,15.88442,16.37376,15.36607,22.07978,22.4045,21.27981,23.00418,23.333,21.02438,21.208,24.20311,21.89514,22.54676,16.71798,16.08509,17.75347,19.89122,18.33183,19.07356,17.77975,18.3379,20.61311,17.24511,13.25224,12.40207,13.8621,13.2964,13.40935,14.49932,11.85206,14.39509,14.11085,13.78335,12.51972,12.94686,13.70776,13.8392,14.71433,18.40061,16.24025,16.8723,17.34533,14.22462,16.49822,17.9913,19.98012,21.78602,18.75358,19.75577,17.97332,18.54768,17.21031,16.86415
9/20/2025 8:03,64,27.30945,26.94898,30.36715,28.30335,31.68806,31.13617,31.55725,31.5148,27.41043,27.23151,22.0499,29.81189,24.37012,28.6137,31.84291,32.29776,30.65836,31.15721,25.40788,31.38552,31.06737,34.72288,32.22773,36.78332,32.21296,39.03295,40.0311,34.72743,37.85652,34.04211,0.1249386,29.88438,34.05461,36.32192,34.92683,34.06312,34.19065,31.35123,36.96077,32.43218,27.83226,29.76775,31.66101,31.72832,29.9013,29.79364,32.3673,30.07227,29.52187,25.288,24.01607,29.56016,25.41129,27.40068,26.49326,29.06617,31.05465,27.3853,25.87648,25.07907,17.2409,20.75189,19.85171,19.53366,21.54861,23.78878,20.42684,23.70558,20.46021,19.84641,19.52599,22.92274,23.11532,23.41455,23.58729,23.23609,22.98518,22.03787,24.56903,18.1655,12.88558,15.66438,17.06446,17.11604,17.63329,17.1119,16.29082,16.48444,15.4061,13.20224,12.52504,16.71492,20.71753,15.79212,17.65969,17.20966,17.93459,12.30796,19.36221,14.00566,14.69269,13.65001,15.56715,16.78345,17.76765,15.69793,18.34773,18.7665,15.91459,13.5039,19.48615,19.1942,24.72609,21.99192,24.95326,22.34344,20.77856,24.05384,19.22231,21.34447,16.04366,21.48585,19.50446,21.06359,21.43771,18.95221,20.31839,17.42304,17.94552,17.06314,24.60238,25.01923,23.10259,25.42831,25.65587,23.07837,23.53638,27.02314,24.48678,25.11346,18.50463,17.54241,19.48983,21.83373,20.19955,20.72114,19.23393,19.8093,22.63726,18.67942,14.33948,13.26105,15.10142,14.78119,14.47879,15.75324,12.9123,15.65612,15.36132,14.60971,14.24059,14.44534,15.28098,15.03708,16.22731,20.22045,18.02166,18.98118,19.18695,15.45252,18.03971,19.83895,22.10184,24.31625,21.04526,22.60191,20.77414,20.62611,19.4241,18.58078
9/20/2025 12:03,68,29.5215,29.84669,33.88329,31.39994,35.78197,34.57997,35.40072,34.87487,30.15495,28.9788,24.29389,32.36447,25.72404,31.60162,33.43549,33.65354,32.63737,33.76128,27.60645,33.63535,34.29122,39.12576,36.61442,40.21758,35.89991,42.91688,43.16363,38.65992,39.74704,37.33817,0.1359856,32.41399,37.41075,39.61332,38.33118,37.06663,37.65778,34.1043,40.76973,35.46323,30.14689,31.66231,34.50776,34.72376,32.31762,32.57498,35.07433,33.07537,32.54597,27.86744,27.04908,32.54272,28.55039,30.20042,29.06695,31.97457,33.66259,30.6082,28.29713,28.15098,18.50565,22.63959,21.61877,21.57936,23.82141,25.46496,22.93977,26.11367,21.89588,21.585,21.57116,24.49228,25.31538,24.96321,26.35329,25.07563,24.73032,24.27107,26.60825,19.60752,13.93886,16.86883,18.26455,18.32796,19.20514,18.83405,17.80048,17.99671,16.70179,14.65441,14.13796,18.58904,22.85194,17.47794,19.36748,19.13939,19.61555,13.88296,21.63688,15.58274,15.98746,15.16753,17.22993,18.58916,19.17568,17.47039,20.62909,20.50916,17.5337,15.01536,21.57302,21.44294,27.08974,24.09511,27.37115,24.66903,23.0426,26.6612,21.81915,23.45094,17.70267,23.55756,22.06939,23.46361,23.81664,21.24321,22.72502,19.22292,20.03371,18.79326,27.71672,27.65105,25.89377,28.4244,28.6371,26.34944,26.73232,29.6871,26.9535,27.50981,19.94161,18.87411,21.37968,23.474,21.9051,22.18997,21.12969,21.40998,24.51656,20.04047,15.59007,14.75886,16.32043,16.09224,15.76898,16.78173,13.8374,16.43429,16.78399,16.07234,15.52848,15.84262,17.16788,16.66802,18.16208,22.40415,19.94986,21.23108,21.68572,17.35361,20.27508,22.14302,24.78008,27.17927,23.97471,25.04867,22.88562,22.84957,22.06624,20.35629
9/20/2025 16:03,72,33.38702,32.96516,37.80429,35.20169,38.59301,39.09157,38.74284,38.7209,33.08774,32.00958,26.42163,34.61523,29.4906,34.05361,35.96574,37.13383,35.68308,36.42138,30.37322,35.64771,36.86386,43.10327,40.39802,44.93184,40.03007,46.3179,47.46421,42.21509,44.94503,40.78044,0.1328612,35.39291,40.79221,43.06537,42.33718,40.13941,42.39291,37.44098,44.55915,39.0327,33.03799,35.30474,37.39137,37.04405,35.73855,36.47999,37.85051,35.22271,35.77991,30.73548,29.33621,35.24509,30.88866,32.60426,32.84326,34.66152,36.7369,33.50894,30.48981,30.70091,20.59706,24.20591,23.80282,23.23222,25.46582,27.29268,24.54327,27.70455,23.84126,23.59287,23.22482,26.46306,27.58636,27.57877,28.47317,26.83257,26.39334,26.64332,28.70058,21.25957,14.92152,18.42624,19.6118,19.9313,20.94129,20.51705,19.14906,19.22109,17.8312,15.77375,15.2626,20.76226,25.18089,19.16594,21.49931,21.30759,21.45868,15.40059,23.71862,17.23766,17.76446,16.64804,18.92376,20.16209,20.99143,19.01299,22.64766,22.53757,19.55337,16.6107,23.82961,23.55251,29.88011,26.75528,30.09093,27.00913,25.17976,29.05908,23.71694,25.94536,19.57712,27.27253,24.52361,26.37176,26.5314,23.68328,25.352,21.38917,22.36682,21.34498,30.47738,30.52107,28.80008,31.47635,32.24707,28.7373,29.6512,32.81388,29.96494,30.77566,21.1419,20.58638,23.05915,25.22113,23.63832,23.86303,22.46761,23.0498,26.47049,21.7925,16.85287,15.66294,17.66562,17.32154,16.97355,18.54124,14.81896,17.79291,17.50513,17.16513,17.31093,17.90562,18.68834,18.56292,20.23332,24.62437,22.35643,23.53498,23.82477,19.20093,21.93725,24.08459,27.02357,29.6749,26.53091,27.9128,25.11767,25.42683,24.31074,23.09778
9/20/2025 20:03,76,36.16794,35.95881,41.76581,37.5479,42.09623,41.81453,42.63956,43.012,37.2963,35.77161,27.86043,37.02089,30.90878,35.44832,38.19871,40.18396,38.11069,38.64854,31.51142,39.26497,41.50287,47.43645,43.60825,48.97217,42.31159,50.58905,52.27327,46.09707,48.6244,45.60312,0.1417508,38.48108,44.91053,47.03915,45.77737,44.62711,45.89073,41.15873,48.23772,42.16176,35.47088,37.58139,39.93916,40.806,39.74595,39.9809,41.68616,38.26022,38.73177,32.15791,32.59056,37.93689,34.23342,35.70946,35.16667,37.40332,40.72744,36.9415,34.53404,33.27562,21.80208,26.06995,25.80304,25.23846,27.45236,29.70633,26.51586,30.30422,26.14453,25.42897,24.87956,28.54619,29.01922,29.5181,30.60776,29.26822,28.18738,28.24375,30.49607,22.79696,16.45989,19.82801,21.15502,21.78223,22.59746,21.9921,20.38459,21.03126,19.53382,17.09178,17.26014,22.5836,27.48064,21.12847,23.781,23.43572,23.8895,16.98426,26.40401,18.91841,19.15258,18.389,21.00988,21.99701,22.67925,20.72037,24.66629,24.50062,20.91708,18.29205,25.84554,26.10755,32.41088,28.97024,32.90108,29.61913,27.93884,31.7845,26.36578,28.50255,22.14589,30.22107,27.30688,29.6157,29.41521,26.04158,28.0851,24.15635,25.15449,24.39637,33.55757,34.15736,31.45168,34.12989,35.75635,31.8408,32.7772,36.49576,33.58379,34.07961,23.07383,22.37265,24.69601,27.08815,25.38059,26.04634,24.51417,24.49169,28.69641,23.60025,18.11722,16.93375,18.85164,18.78033,18.29062,19.31917,16.27781,19.31814,19.07801,18.41373,18.94629,19.56845,20.68082,19.9714,22.36218,26.74231,24.41246,25.72034,26.30834,21.08743,23.94025,26.64131,29.54172,32.19434,29.15985,30.32353,27.73603,28.03164,26.63727,25.36226
