Chromosome	Arm	Segment_ID	Start	End	Midpoint	n_bins	segment_bp	C5_231_PT	C3_231_PT	C5C3_231	expected_additive	residual	classification	is_informative	low_bin_count	C5_231_PT__medratio	C3_231_PT__medratio	C5C3_231__medratio	min_distance_from_boundary	near_rounding_boundary	subclone_region_overlap	subclone_overlap_detail	C5_231_PT__cn_cont	C3_231_PT__cn_cont	C5C3_231__cn_cont	expected_additive_cont	log2_residual
1	1q	11	169500001	171500000	170500000.5	4	2000000	4.0	4.0	9.0	8.0	1.0	over	False	False	1.30806	1.34367	1.54082	0.23383940707713613	False	False		3.899230234473384	4.031579036879344	9.266160592922864	7.930809271352728	0.21212037981450746
1	1q	12	171500001	248500000	210000000.5	152	76000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.00422	0.9961780000000002	0.9839348421052632	0.4171728429794319	False	False		2.993505638933123	2.988955875922207	5.917172842979432	5.982461514855331	-0.014603894161616051
2	2p	1	1	85500000	42750000.5	159	79500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.673429	0.676422044025157	0.6308663710691825	0.2938948787019324	False	False		2.007442103245399	2.029552593103143	3.7938948787019324	4.0369946963485415	-0.07945010102344008
2	2p	2	85500001	86500000	86000000.5	2	1000000	4.0	4.0	8.0	8.0	0.0	match	False	True	1.27404	1.27916	1.26992	0.1370261679914604	True	False		3.797819127508272	3.8380217172479716	7.63702616799146	7.635840844756244	0.00021017316186306074
2	2p	3	88000001	88500000	88250000.5	1	500000	3.0	3.0	6.0	6.0	0.0	match	False	True	1.05179	1.05275	1.05201	0.17343777640426516	False	False		3.135308294968702	3.1586958338540936	6.326562223595735	6.294004128822795	0.006897142177049906
2	2q	4	95000001	205000000	150000000.5	201	100500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0191764278606963	1.0000800000000003	1.000575895522388	0.4619103544355698	False	False		3.03808964556443	3.000663528397818	6.017248564607193	6.038753173962248	-0.004752545526599045
2	2q	5	205000001	205500000	205250000.5	1	500000	3.0	3.0	5.0	6.0	-1.0	under	False	True	1.03409	1.00008	0.873477	0.24709689890805997	False	False		3.082545902455989	3.000663528397817	5.25290310109194	6.083209430853806	-0.19450092434935268
2	2q	6	205500001	241500000	223500000.5	68	34000000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6723470000000002	0.6661860000000001	0.6694145882352941	0.4742844213901902	False	False		2.0042167411720238	1.9988401261191386	4.02571557860981	4.003056867291162	0.007241223383688486
3	3p	1	500001	90000000	45250000.5	150	75000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0112191200000002	1.00756	1.0046550799999996	0.45822009593867996	False	False		3.014369498632761	3.0231066961368134	6.04177990406132	6.0374761947695745	0.0009494332444902687
3	3q	2	94000001	108500000	101250000.5	24	12000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.03611	1.00992	1.03793	0.25811187276097947	False	False		3.0885673732399264	3.030187695583876	6.2418881272390205	6.118755068823802	0.026592803934413742
3	3q	3	109000001	162500000	135750000.5	89	44500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.685898	0.6797820000000002	0.6846240000000001	0.3828182852187645	False	False		2.04461127116862	2.0396338839506094	4.1171817147812355	4.08424515511923	0.010328314272643647
3	3q	4	162500001	195000000	178750000.5	51	25500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.995655	0.9953289999999999	1.0088300000000001	0.43311302361186055	False	False		2.9679740066240057	2.98640851637536	6.0668869763881395	5.954382522999365	0.02493054244861287
4	4p	1	1500001	49000000	25250000.5	91	45500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.00755	0.9964630000000003	1.0094999999999998	0.42908378749261544	False	False		3.003432122948227	2.989810996618145	6.070916212507385	5.9932431195663725	0.017155318389166365
4	4q	2	52000001	53500000	52750000.5	3	1500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.975387	1.00077	1.01366	0.4040664408417669	False	False		2.907556595807754	3.002733820609034	6.095933559158233	5.910290416416788	0.041187147360270494
4	4q	3	53500001	186000000	119750000.5	257	128500000	2.0	3.0	5.0	5.0	0.0	match	True	False	0.7714230000000001	0.9971614396887157	0.8121322607003888	0.20044502150653543	False	False		2.2995549784934646	2.991906611469671	4.88398901256688	5.291461589963136	-0.10525202105828427
4	4q	4	186000001	189000000	187500000.5	6	3000000	2.0	3.0	4.0	5.0	-1.0	under	True	False	0.70818	0.982222	0.746765	0.009115655836475334	True	False		2.1110322672120247	2.94708196563271	4.490884344163525	5.058114232844735	-0.15530001370045915
5	5p	1	1500001	44500000	23000000.5	79	39500000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3236600000000005	1.31926	1.3002215189873416	0.31925299600914503	False	False		3.9457326821117085	3.958338699378154	7.819252996009145	7.904071381489862	-0.014634424425548388
5	5p	2	44500001	45500000	45000000.5	2	1000000	3.0	3.0	6.0	6.0	0.0	match	False	True	1.03235	1.01776	1.03033	0.3038166406807976	False	False		3.0773590909886384	3.0537110157808995	6.196183359319202	6.131070106769538	0.014097325341013555
5	5q	3	50500001	181000000	115750000.5	228	114000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0139700000000003	1.0073699999999999	1.0274599999999998	0.32107620435578266	False	False		3.022569668707076	3.0225366156728546	6.178923795644217	6.045106284379931	0.029199033699094025
6	6p	1	1500001	35000000	18250000.5	64	32000000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.31842	1.32287	1.3472399999999998	0.3979879562769195	False	False		3.930112629187039	3.9691702281933643	8.10201204372308	7.8992828573804035	0.0344079973971736
6	6p	2	35000001	38000000	36500000.5	6	3000000	6.0	6.0	12.0	12.0	0.0	match	False	False	2.03858	2.02595	2.08083	0.01366476718350107	True	False		6.076856391444392	6.078707978719259	12.513664767183501	12.15556437016365	0.04025545007898574
6	6p	3	38500001	39000000	38750000.5	1	500000	4.0	4.0	8.0	8.0	0.0	match	False	True	1.36822	1.36725	1.35687	0.34007520429430826	False	False		4.078562750493994	4.102329022880085	8.159924795705692	8.180891773374078	-0.0034887595200542975
6	6p	4	39500001	40000000	39750000.5	1	500000	4.0	5.0	8.0	9.0	-1.0	under	True	True	1.36822	1.58274	1.35687	0.2488902817138232	False	False		4.078562750493994	4.748890281713823	8.159924795705692	8.827453032207817	-0.10712869407034917
6	6p	5	40000001	43000000	41500000.5	6	3000000	6.0	6.0	12.0	12.0	0.0	match	False	False	2.03073	2.04412	2.06359	0.09001289057145456	True	False		6.053456121318697	6.133225673614656	12.409987109428545	12.186681794933353	0.025172778883230967
6	6p	6	43000001	43500000	43250000.5	1	500000	5.0	5.0	10.0	10.0	0.0	match	False	True	1.67663	1.69649	1.65955	0.40981154578472534	False	False		4.997910178451378	5.090188454215275	9.980177315964966	10.088098632666654	-0.014780413036575592
6	6p	7	43500001	58000000	50750000.5	26	13000000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3798699999999995	1.3521500000000002	1.39869	0.08857870503025644	True	False		4.113290539916201	4.057022628112859	8.411421294969744	8.170313168029061	0.039571443615595635
6	6q	8	60500001	74500000	67500000.5	26	13000000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3681899999999998	1.34476	1.3712000000000002	0.25389766162443905	False	False		4.078473322710073	4.034849498488369	8.246102338375561	8.113322821198441	0.02207032606973367
6	6q	9	74500001	77500000	76000000.5	6	3000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.02979	0.9953279999999999	1.00526	0.43027207990585614	False	False		3.069727920094144	2.9864055159518657	6.04541776303633	6.056133436046009	-0.0023599421966360563
6	6q	10	77500001	166000000	121750000.5	171	85500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6859909999999999	0.6725310000000001	0.693334	0.33043821566855325	False	False		2.0448884972987713	2.017877813191857	4.169561784331447	4.062766310490629	0.03337840067362164
6	6q	11	166000001	170000000	168000000.5	8	4000000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.963221	0.986716	1.00465	0.37129064850212323	False	False		2.8712906485021232	2.960565868817075	6.041749354032239	5.831856517319198	0.04704792013953584
7	7p	1	1500001	21500000	11500000.5	40	20000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.00731	0.998414	0.98406	0.4179255156810484	False	False		3.002716700676868	2.9956648228559493	5.917925515681048	5.998381523532817	-0.017973401292876945
7	7p	2	21500001	22000000	21750000.5	1	500000	4.0	4.0	6.0	8.0	-2.0	under	False	True	1.3893	1.39876	0.98406	0.3031276328076453	False	False		4.141400673328342	4.196872367192355	5.917925515681048	8.338273040520697	-0.46165745464490676
7	7p	3	22000001	55000000	38500000.5	65	32500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.9968180000000001	0.999886	0.9840600000000002	0.4179255156810493	False	False		2.971440823713966	3.0000814462398804	5.917925515681049	5.971522269953846	-0.011998065168360876
7	7p	4	55000001	57000000	56000000.5	3	1500000	2.0	3.0	4.0	5.0	-1.0	under	True	False	0.6934986666666667	0.999886	0.732643	0.09404233117380034	True	False		2.0672682970457363	3.0000814462398804	4.4059576688262	5.067349743285616	-0.18245593114810005
7	7q	5	63000001	131500000	97250000.5	132	66000000	2.0	3.0	5.0	5.0	0.0	match	True	False	0.6766116439393939	0.9971460000000003	0.7885410000000003	0.24211623687646178	False	False		2.01692932972893	2.991860285864901	4.742116236876462	5.008789615593831	-0.07158602261144012
7	7q	6	131500001	158000000	144750000.5	48	24000000	3.0	4.0	6.0	7.0	-1.0	under	True	False	0.9955045	1.316905	1.0770099999999998	0.02309314508907523	True	False		2.967525377241341	3.951272702048563	6.476906854910925	6.918798079289904	-0.08859790142156986
8	8p	1	1	43000000	21500000.5	81	40500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6733212592592593	0.6623660000000001	0.6586292962962962	0.4608551490019961	False	False		2.0071209360559883	1.987378508370079	3.960855149001996	3.9944994444260673	-0.010840148431668063
8	8q	2	46000001	80000000	63000000.5	61	30500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6738909999999999	0.6623659999999998	0.6671910000000002	0.4873785083700781	False	False		2.0088192911177645	1.9873785083700781	4.012343396472527	3.9961977994878426	0.005171358411076812
8	8q	3	80000001	80500000	80250000.5	1	500000	3.0	3.0	6.0	6.0	0.0	match	False	True	1.01067	0.983598	0.939836	0.15197187666972933	False	False		3.0127326124758915	2.951210548361167	5.651971876669729	5.963943160837058	-0.07136560401578153
8	8q	4	80500001	105500000	93000000.5	45	22500000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3563239999999999	1.3330080000000004	1.2872720000000004	0.24137736969471035	False	False		4.0431016532436415	3.9995885215807916	7.74137736969471	8.042690174824433	-0.0518049867268246
8	8q	5	106000001	112000000	109000000.5	12	6000000	5.0	5.0	10.0	10.0	0.0	match	False	False	1.69679	1.6802	1.60116	0.12903239506520592	True	False		5.058005649245518	5.041311555489572	9.629032395065206	10.09931720473509	-0.06547496797196906
8	8q	6	112000001	112500000	112250000.5	1	500000	5.0	4.0	10.0	9.0	1.0	over	True	True	1.69679	1.49759	1.60116	0.006595778844405764	True	False		5.058005649245518	4.493404221155594	9.629032395065206	9.551409870401113	0.011098486564439099
8	8q	7	112500001	115000000	113750000.5	5	2500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.01478	0.995196	0.985557	0.42692815220420144	False	False		3.0249842188729112	2.9860094600505893	5.926928152204201	6.010993678923501	-0.01874839358529587
8	8q	8	115000001	124500000	119750000.5	19	9500000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3510999999999997	1.33886	1.28658	0.23721583029990345	False	False		4.027529295137064	4.017146999870711	7.7372158302999035	8.044676295007775	-0.05286904763977067
8	8q	9	124500001	125500000	125000000.5	2	1000000	1.0	1.0	2.0	2.0	0.0	match	False	True	0.384961	0.395686	0.396538	0.11530562350148221	True	False		1.1475403041856707	1.1872255708519504	2.384694376498518	2.334765875037621	0.025188891297377815
8	8q	10	125500001	145000000	135250000.5	35	17500000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3144300000000002	1.3152800000000002	1.2642900000000001	0.10316855701928063	True	False		3.9182187339256997	3.9463970138699715	7.603168557019281	7.864615747795671	-0.04581311660651444
9	9p	1	500001	3500000	2000000.5	6	3000000	3.0	3.0	5.0	6.0	-1.0	under	False	False	0.9713250000000001	0.980913	0.7870939999999998	0.23341428961593635	False	False		2.895448073865006	2.9431544112783854	4.733414289615936	5.838602485143392	-0.27641232395376913
9	9p	2	3500001	16500000	10000000.5	26	13000000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.3381019999999999	0.33604	0.30816999999999994	0.35326820129608794	False	False		1.0078570866289922	1.0082623110979145	1.853268201296088	2.0161193977269067	-0.09653463075989482
9	9p	3	16500001	18000000	17250000.5	3	1500000	0.0	0.0	0.0	0.0	0.0	match	False	False	0.0033951900000000006	0.0044026	0.0036429399999999995	0.4780921411518656	False	False		0.010120810589561404	0.01320966447696607	0.021907858848134378	0.023330475066527474	-0.003927147644877239
9	9p	4	18000001	21000000	19500000.5	6	3000000	2.0	2.0	3.0	4.0	-1.0	under	False	False	0.673365	0.6561560000000001	0.508747	0.4405047940916349	False	False		2.0072513239730365	1.9687458784691205	3.059495205908365	3.975997202442157	-0.33053647644460066
9	9p	5	21000001	25000000	23000000.5	8	4000000	0.0	0.0	0.0	0.0	0.0	match	False	False	0.00174661	0.00177066	0.000755927	0.4946872701351963	False	False		0.005206515389075086	0.005312729864803694	0.004545982644647915	0.010519245253878779	-0.016979590239783498
9	9p	6	25000001	26000000	25500000.5	2	1000000	1.0	1.0	2.0	2.0	0.0	match	False	True	0.343199	0.355412	0.334132	0.43361348496627783	False	False		1.0230508671169753	1.0663865150337222	2.009398094024287	2.0894373821506975	-0.04529731176473398
9	9p	7	26000001	38500000	32250000.5	23	11500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	1.0041100000000003	0.9905289999999995	0.8126299999999999	0.38698230982652415	False	False		2.9931777370587516	2.9720064836016715	4.886982309826524	5.965184220660423	-0.2632141515979147
9	9q	8	68500001	136000000	102250000.5	129	64500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	0.971845	1.00295	0.839745	0.3969981554529496	False	False		2.8969981554529496	3.0092747438270844	5.05004609695098	5.906272899280034	-0.20698550235372812
9	9q	9	136000001	137000000	136500000.5	2	1000000	3.0	3.0	6.0	6.0	0.0	match	False	True	0.971845	1.00295	0.977745	0.3799484618108311	False	False		2.8969981554529496	3.0092747438270844	5.879948461810831	5.906272899280034	-0.005940486712698105
10	10p	1	500001	38000000	19250000.5	75	37500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.9909410000000003	0.9956310000000002	0.9959010000000003	0.453921920844067	False	False		2.953921920844067	2.9873146442707057	5.989134746857176	5.941236565114773	0.010688445625640171
10	10p	2	39000001	39500000	39250000.5	1	500000	3.0	3.0	5.0	6.0	-1.0	under	False	True	0.990941	1.12801	0.770794	0.11549229394846305	True	False		2.953921920844066	3.384507706051537	4.635389589998432	6.3384296268956035	-0.413191334497978
10	10q	3	42500001	133500000	88000000.5	180	90000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.006678211111111	1.00092	0.971591211111111	0.34294089694317	False	False		3.0008333846689172	3.0031838841332124	5.84294089694317	6.00401726880213	-0.036179188607382125
11	11p	1	1500001	50500000	26000000.5	95	47500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0128299999999992	1.0055799999999997	1.0198199999999995	0.3670215236857066	False	False		3.019171412918119	3.017165857617666	6.132978476314293	6.036337270535785	0.021174416926821746
11	11q	2	54500001	63000000	58750000.5	16	8000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.01283	1.00558	1.01982	0.36702152368570395	False	False		3.0191714129181206	3.017165857617667	6.132978476314296	6.036337270535787	0.02117441692682206
11	11q	3	63000001	72000000	67500000.5	17	8500000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.35751	1.35092	1.34806	0.39305665236978093	False	False		4.0466370316346065	4.053332107214601	8.106943347630219	8.099969138849207	0.0011694901082772067
11	11q	4	72000001	88500000	80250000.5	31	15500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0169500000000002	1.0103900000000001	1.0142300000000002	0.4006385832477788	False	False		3.031452828576448	3.0315978946263002	6.099361416752221	6.063050723202748	0.00795984654586357
11	11q	5	88500001	135000000	111750000.5	88	44000000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3315552272727276	1.3328086363636364	1.3463473863636366	0.403355942999557	False	False		3.9692677713964937	3.9989903462422927	8.096644057000443	7.968258117638786	0.02170832869299123
12	12p	1	500001	34500000	17500000.5	63	31500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6817289999999996	0.664088	0.6644590000000001	0.4678162098701102	False	False		2.03218379012989	1.9925452376276391	3.9959137351624032	4.0247290277575285	-0.009217041894143668
12	12q	2	37500001	75500000	56500000.5	73	36500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6815740000000001	0.6723720000000001	0.6788939999999999	0.41727727471620746	False	False		2.031721746579639	2.0174007458562286	4.0827227252837925	4.049122492435868	0.010616716973626804
12	12q	3	75500001	124000000	99750000.5	95	47500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0083900000000006	1.0004138	0.9720779999999997	0.3458683407843015	False	False		3.0059361008979844	3.001665069760287	5.8458683407843015	6.007601170658271	-0.03630824608028022
12	12q	4	125000001	133000000	129000000.5	12	6000000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6361290000000001	0.648923	0.632192	0.30186692641651236	False	False		1.8962535585717164	1.9470438153332699	3.8018669264165124	3.8432973739049863	-0.013827836381562202
13	13q	1	18500001	113500000	66000000.5	188	94000000	3.0	2.0	5.0	5.0	0.0	match	True	False	0.9080236702127658	0.6642150000000001	0.8676927553191489	0.20675148579660352	False	True	parent_a:C5_231_PT,CN=2,loss,pop=0.3617; parent_a:C5_231_PT,CN=2,loss,pop=0.2445; parent_a:C5_231_PT,CN=2,loss,pop=0.2988	2.7067514857966035	1.9929262914114432	5.218117895732764	4.699677777208047	0.13711814309942977
13	13q	2	113500001	114000000	113750000.5	1	500000	2.0	2.0	5.0	4.0	1.0	over	False	True	0.826352	0.664215	0.866745	0.03670573007541744	True	False		2.4632942699245826	1.992926291411443	5.212418298771386	4.456220561336026	0.20486123472467882
14	14q	1	20000001	46500000	33250000.5	43	21500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	0.9968689999999998	0.9965199999999997	0.775658	0.1646406414671162	False	False		2.9715928509466285	2.989982020757331	4.664640641467116	5.961574871703959	-0.3232178649974276
14	14q	2	47000001	57000000	52000000.5	19	9500000	4.0	4.0	7.0	8.0	-1.0	under	False	False	1.3456047368421054	1.3297573684210526	1.1195200000000003	0.23255286599927683	False	False		4.011148321594834	3.989835250219294	6.732552865999277	8.000983571814128	-0.2331248085801611
14	14q	3	57500001	58500000	58000000.5	2	1000000	4.0	4.0	6.0	8.0	-2.0	under	False	True	1.20225	1.20101	0.952736	0.08381844058806598	True	False		3.583818440588066	3.6035386211513694	5.729549706428367	7.187357061739435	-0.30335979621207604
14	14q	4	58500001	59500000	59000000.5	2	1000000	4.0	4.0	7.0	8.0	-1.0	under	False	True	1.3634	1.38436	1.17279	0.34633373112870824	False	False		4.064194686544204	4.153666268871292	7.052907206405683	8.217860955415496	-0.20694213145314233
14	14q	5	59500001	105000000	82250000.5	83	41500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	0.983971	0.9942460000000004	0.8162320000000001	0.40864396430641836	False	False		2.9331448657133543	2.9831590577307985	4.908643964306418	5.916303923444152	-0.24647554798775478
15	15q	1	23500001	30000000	26750000.5	10	5000000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.68509	0.68611	0.6241320000000001	0.253395817280496	False	False		2.042202682855045	2.0586205638239203	3.753395817280496	4.100823246678965	-0.11327691524983136
15	15q	2	31000001	101500000	66250000.5	129	64500000	2.0	2.0	5.0	4.0	1.0	over	False	False	0.6850899999999999	0.6861100000000001	0.8279889999999999	0.44137943617607966	False	False		2.042202682855045	2.0586205638239203	4.979348037521325	4.100823246678965	0.2521122113403326
16	16p	1	1	34000000	17000000.5	66	33000000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6631860000000002	0.6560203939393939	0.658299	0.45886881800633894	False	False		1.9769084768890313	1.9683390028588788	3.958868818006339	3.94524747974791	0.004414015232548083
16	16p	2	35500001	36000000	35750000.5	1	500000	2.0	2.0	3.0	4.0	-1.0	under	False	True	0.518431	0.670548	0.530903	0.04540451484509167	True	False		1.5454045148450917	2.0119279734022273	3.19273663196514	3.5573324882473187	-0.13584116023991674
16	16q	3	46500001	90000000	68250000.5	87	43500000	2.0	2.0	4.0	4.0	0.0	match	False	False	0.6604779999999999	0.6627969999999999	0.6607240000000002	0.4688361289271985	False	False		1.9688361289271985	1.9886716908962156	3.9734522472439138	3.957507819823414	0.005151287350003571
17	17p	1	1500001	21500000	11500000.5	39	19500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.000375076923077	0.9893270769230773	0.977473230769231	0.37831410001872	False	False		2.9820442072627396	2.9684002053630705	5.87831410001872	5.95044441262581	-0.016223415662091664
17	17q	2	27000001	83500000	55250000.5	110	55000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.0042700000000002	0.9963209999999997	0.9938940000000003	0.4770650798551932	False	False		2.9936546852396573	2.9893849364819216	5.977065079855193	5.983039621721579	-0.0013301501386421067
18	18p	1	1000001	15000000	8000000.5	27	13500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.9811003333333334	0.9919249999999997	0.9704949999999999	0.33634851872942484	False	False		2.924587620434268	2.9761950748000197	5.836348518729425	5.9007826952342874	-0.014596640064676541
18	18q	2	21000001	37000000	29000000.5	32	16000000	2.0	3.0	5.0	5.0	0.0	match	True	False	0.676854	0.994239	0.783509	0.2118548694853386	False	False		2.017651775242915	2.9831380547663358	4.711854869485339	5.000789830009251	-0.07784187179625603
18	18q	3	37000001	46000000	41500000.5	18	9000000	3.0	4.0	6.0	7.0	-1.0	under	True	False	0.9864700000000001	1.3085999999999998	1.05866	0.13344610447442395	True	False		2.940594200113878	3.926354184926588	6.366553895525576	6.866948385040466	-0.1014808966977051
18	18q	4	46000001	46500000	46250000.5	1	500000	2.0	3.0	6.0	5.0	1.0	over	True	True	0.776294	1.15698	1.05866	0.028570025312269376	True	False		2.314075069675918	3.4714299746877306	6.366553895525576	5.785505044363648	0.12755756725035644
18	18q	5	48000001	79000000	63500000.5	58	29000000	1.0	2.0	3.0	3.0	0.0	match	True	False	0.336392	0.6617129999999999	0.46360599999999996	0.2880269258204051	False	False		1.002759702945561	1.9854192318281578	2.788026925820405	2.988178934773719	-0.08525193525537315
19	19p	1	500001	24000000	12250000.5	45	22500000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.9889590000000001	0.9752480000000001	0.9772490000000001	0.37696562432553815	False	True	parent_b:C3_231_PT,CN=2,loss,pop=0.4447	2.9480137252530954	2.92615701218194	5.876965624325538	5.874170737435035	0.0006324408126381504
19	19q	2	27500001	58000000	42750000.5	54	27000000	3.0	3.0	6.0	6.0	0.0	match	False	False	0.9956458333333331	0.9837929999999999	1.0028799999999998	0.4517956309425979	False	False		2.9679466814678075	2.951795630942598	6.031104954135122	5.919742312410405	0.02481170345784473
19	19q	3	58000001	58500000	58250000.5	1	500000	3.0	2.0	6.0	5.0	1.0	over	True	True	0.973223	0.679408	1.00288	0.4011058716610014	False	False		2.9011058716610014	2.0385117255636587	6.031104954135123	4.93961759722466	0.26382185818342097
20	20p	1	500001	26000000	13250000.5	51	25500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	1.00683	0.996215	0.9122600000000002	0.013864265456177804	True	False		3.0012858561341504	2.9890668915915035	5.486135734543822	5.9903527477256535	-0.1166718981201355
20	20q	2	29500001	30500000	30000000.5	2	1000000	5.0	5.0	8.0	10.0	-2.0	under	False	True	1.53662	1.62223	1.34661	0.08055071089742949	True	False		4.5805507108974295	4.867377005512349	8.09822335901394	9.44792771640978	-0.21035743649360836
20	20q	3	31500001	64000000	47750000.5	64	32000000	4.0	4.0	8.0	8.0	0.0	match	False	False	1.3390734374999997	1.3396399999999997	1.34661	0.4017766409860606	False	False		3.9916790007187775	4.0194873301964344	8.09822335901394	8.011166330915213	0.014681742472633439
21	21q	1	13000001	19500000	16250000.5	13	6500000	1.0	2.0	2.0	3.0	-1.0	under	True	False	0.332124	0.6662800000000002	0.372238	0.261440605139847	False	False		0.9900371102198967	1.9991221659276237	2.238559394860153	2.9891592761475203	-0.3494622860269833
21	21q	2	19500001	20000000	19750000.5	1	500000	1.0	2.0	4.0	3.0	1.0	over	True	True	0.332124	0.66628	0.6951	0.3198178709124475	False	False		0.9900371102198967	1.999122165927623	4.1801821290875525	2.98915927614752	0.423685216895789
