Vessel Name: KH2404_A2H_F5_C8_GrowthRate
Date Time	Elapsed	1806_F5 (5) 5K / well (B2)	1806_F5 (5) 5K / well (B3)	1806_F5 (5) 5K / well (B4)	1806_F5 (5) 5K / well (B5)	1806_F5 (5) 5K / well (B6)	1806_F5 (5) 5K / well (B7)	1806_F5 (5) 5K / well (B8)	1806_F5 (5) 5K / well (B9)	1806_F5 (5) 5K / well (B10)	1806_F5 (5) 5K / well (B11)	1806_F5 (5) 5K / well (C2)	1806_F5 (5) 5K / well (C3)	1806_F5 (5) 5K / well (C4)	1806_F5 (5) 5K / well (C5)	1806_F5 (5) 5K / well (C6)	1806_F5 (5) 5K / well (C7)	1806_F5 (5) 5K / well (C8)	1806_F5 (5) 5K / well (C9)	1806_F5 (5) 5K / well (C10)	1806_F5 (5) 5K / well (C11)	1806_F5 (5) 5K / well (D2)	1806_F5 (5) 5K / well (D3)	1806_F5 (5) 5K / well (D4)	1806_F5 (5) 5K / well (D5)	1806_F5 (5) 5K / well (D6)	1806_F5 (5) 5K / well (D7)	1806_F5 (5) 5K / well (D8)	1806_F5 (5) 5K / well (D9)	1806_F5 (5) 5K / well (D10)	1806_F5 (5) 5K / well (D11)
1/16/2025 11:40:00 AM	40	52.82327	44.81771	60.14396	72.787	71.88897	74.18669	83.73862	76.93233	34.5155	59.22121	50.50668	40.91198	61.74593	41.84434	50.10519	63.81819	72.68969	77.54276	29.84363	48.60061	43.08147	41.82954	45.62851	31.50349	29.76834	35.59863	46.04633	61.89601	25.98767	26.13181
1/16/2025 3:40:00 PM	44	57.88107	48.26833	62.29469	77.29803	75.17106	76.37828	89.24113	82.05015	37.18542	63.6567	53.29168	44.18083	64.25146	45.53058	54.80316	67.74604	76.37373	82.84111	31.46819	52.13027	46.224	45.80961	48.66757	33.88836	32.61816	39.62058	49.07275	64.89472	27.0802	26.83557
1/16/2025 7:40:00 PM	48	62.5181	52.10773	66.78542	80.13776	77.42473	82.63313	89.58293	85.30232	41.21992	70.38811	57.86074	48.16372	69.21726	50.16404	58.71023	72.68109	82.05728	87.26133	33.97586	57.2605	49.83585	47.52371	53.13303	36.80083	35.26674	41.92273	53.99512	67.00517	29.06031	28.55924
1/16/2025 11:40:00 PM	52	66.39124	56.45257	71.43715	83.55786	80.06335	86.32637	93.41114	89.36174	44.89331	75.9412	62.60114	50.16568	74.55484	52.92494	63.63749	76.70229	86.78291	91.62223	37.18449	61.45322	54.92208	50.71463	54.34684	39.83549	38.04219	45.63802	59.73495	73.99471	32.5321	31.28425
1/17/2025 3:40:00 AM	56	71.15788	60.43824	73.76762	84.55581	83.59158	88.05621	94.97069	93.50454	48.82487	80.25238	65.07678	54.7616	76.19798	57.55733	69.31962	80.9642	91.53232	94.46425	40.50477	64.5246	58.79973	55.4164	60.93402	42.63551	41.15694	50.76795	64.53769	77.71442	33.72126	33.64774
1/17/2025 7:40:00 AM	60	75.82759	65.81599	77.05476	85.90335	86.50404	91.86069	96.53391	95.55554	52.75055	85.54733	68.51641	57.94627	79.92485	62.0536	73.47147	85.10389	94.72529	96.18719	42.31885	71.11318	63.26075	58.88467	64.98537	46.05208	45.51555	55.00173	69.27337	82.61423	36.40271	36.08232
1/17/2025 11:40:00 AM	64	79.68899	69.44538	80.72225	88.23523	88.55986	94.84392	97.71575	97.6665	57.6719	89.8674	72.91928	63.35936	81.51365	67.85971	78.85051	88.96414	96.95527	97.84481	46.94593	74.97308	68.26789	62.63574	69.10896	50.14249	49.07642	60.29115	75.4161	86.64161	40.4125	39.54541
1/17/2025 3:40:00 PM	68	78.49477	67.3628	80.25613	89.26137	87.09982	93.30008	98.08602	98.24982	54.91443	90.25812	71.72762	60.05978	79.53116	66.66333	77.80926	88.6318	97.11746	97.76551	43.43353	72.9826	64.78172	59.42003	64.37798	48.21814	46.53485	57.05119	73.92575	84.82827	35.27946	34.89117
1/17/2025 7:40:00 PM	72	79.28551	69.49171	80.69045	90.04491	88.91634	94.34312	98.22149	98.45662	56.86373	91.68363	73.80213	61.9017	81.60935	68.39658	80.03928	90.47138	98.04095	98.72629	45.15039	75.63798	67.44907	63.70601	65.20507	50.64257	49.46989	60.46738	76.13147	87.81846	37.37928	37.45338
1/17/2025 11:40:00 PM	76	83.04766	72.0899	83.46346	91.39898	89.89535	95.91972	98.95702	99.35619	60.99807	94.33235	75.95031	67.32938	84.32322	72.8317	83.58004	93.22159	99.00696	99.36308	49.728	80.03091	71.4164	67.93183	70.22939	53.6753	52.85155	63.80333	80.38663	91.19124	41.28353	39.12724
1/18/2025 3:40:00 AM	80	86.6243	76.13178	84.84615	93.34769	92.04156	96.8597	99.60667	99.76712	64.82705	96.44724	80.10116	70.51329	86.48274	76.12919	87.30889	95.04546	99.43315	99.88625	53.20689	83.63383	75.91945	70.25713	74.25521	58.59285	56.70885	68.09024	85.30741	93.63602	43.99644	42.5118
1/18/2025 7:40:00 AM	84	89.77267	78.84117	86.65438	93.6563	93.26404	98.12533	99.89749	99.98705	68.69473	98.00869	83.07916	75.11184	88.72361	79.4527	90.76826	96.80142	99.83273	99.95324	57.73878	87.63848	80.51608	74.77398	78.582	63.37612	61.70033	72.00617	88.36323	96.66268	47.7989	46.18792
1/18/2025 11:40:00 AM	88	92.42106	81.80668	88.31709	94.49414	95.16396	99.02471	99.96488	99.96376	74.18684	99.08924	86.9382	78.5141	90.63309	82.49136	93.3021	98.05045	99.96046	99.93829	63.22465	90.51244	83.54106	79.37725	82.02441	68.64809	66.77497	76.23895	91.90176	97.72252	52.04081	50.78474
1/18/2025 3:40:00 PM	92	94.49129	84.07805	91.15469	96.26935	96.0156	99.68812	99.98144	99.94152	78.42173	99.68837	89.99406	82.74026	92.68497	85.89303	95.75971	98.98051	99.9788	99.96265	68.51924	93.19824	86.95773	82.45831	86.48325	73.61173	71.83633	80.23052	94.60229	99.05886	54.47699	54.68201
1/18/2025 7:40:00 PM	96	96.40923	86.61672	92.16611	96.69829	97.57949	99.85836	99.99921	99.98564	83.6458	99.88603	92.98219	85.64941	94.28192	87.43462	97.3994	99.6893	99.98206	99.99074	72.39742	95.29191	89.88824	86.28701	89.07645	78.29543	76.40982	83.83382	96.66891	99.58969	60.00483	58.28226
1/18/2025 11:40:00 PM	100	97.93034	89.05417	93.27412	97.42074	98.44291	99.98356	99.99828	99.98203	86.30937	99.93803	95.19459	89.52244	95.90525	89.27486	98.85848	99.92197	99.99621	99.99029	76.96291	96.6344	92.58489	90.59491	92.21768	83.03764	80.49228	86.6376	98.3732	99.86253	63.17778	62.65236
1/19/2025 3:40:00 AM	104	99.03117	91.32033	94.75946	99.05786	99.09143	99.99409	99.97452	99.99136	90.33959	99.93446	96.33965	91.71375	97.48711	91.49267	99.60178	99.97184	99.99531	100	80.99359	97.8074	94.41191	93.17589	94.74461	86.68186	85.09846	89.73365	99.3544	99.95696	67.8059	67.08571
1/19/2025 7:40:00 AM	108	99.60227	92.89209	95.56824	99.40325	99.50092	99.99033	99.99334	99.99527	93.51745	99.99208	97.74783	93.97543	98.33031	93.15685	99.87862	100	99.99052	99.99486	84.84827	98.66213	96.23293	95.10249	96.32446	90.7837	89.31531	92.03143	99.81279	99.97839	72.75211	71.26635
1/19/2025 11:40:00 AM	112	99.94453	94.28874	96.45251	99.80804	99.58153	99.8755	99.88626	99.98954	96.10836	99.98917	98.31316	96.61517	99.02538	95.14491	99.94792	100	99.99736	99.99378	87.54872	99.63065	97.53282	97.1901	97.8733	93.63708	92.8167	94.54255	99.9692	99.98612	77.65653	75.34344
1/19/2025 3:40:00 PM	116	99.97277	95.37629	96.99936	99.77742	99.55825	99.74105	99.75652	99.9869	98.12585	99.9959	99.15161	98.24	99.66461	96.40715	99.9747	99.99747	99.99761	100	90.76049	99.98735	98.63557	98.45089	98.87188	95.82635	96.11046	96.87257	99.99345	99.99442	83.15785	79.82545
1/19/2025 7:40:00 PM	120	99.97853	96.36259	97.86422	99.62982	99.40109	99.69561	99.58659	99.94398	99.26986	100	99.65088	99.00187	99.96105	97.61446	99.99085	100	99.99494	100	93.52814	100	99.28201	99.17133	99.54399	97.2239	97.84254	98.17462	99.99197	99.99233	86.65935	83.20941
1/19/2025 11:40:00 PM	124	99.9917	97.27025	98.46983	99.50563	99.06014	99.52812	99.42013	99.86583	99.82368	99.791	99.81815	99.5871	99.992	98.63337	99.98163	100	100	100	96.10611	99.98438	99.75473	99.64539	99.89253	98.62787	99.27908	99.10238	99.96325	99.99854	90.60924	86.87898
1/20/2025 3:40:00 AM	128	100	98.17356	99.09493	99.34573	98.90702	99.26656	99.20077	99.73057	99.98088	99.4735	99.96207	99.92077	99.99828	99.4901	100	100	100	100	98.13087	99.99873	99.93253	99.9208	100	99.41759	99.78151	99.77215	99.99628	99.99612	93.20483	90.37212
1/20/2025 7:40:00 AM	132	99.99609	98.80186	99.5618	99.2429	98.63956	99.08405	99.01141	99.52473	99.9547	99.07925	99.99387	99.96823	99.99531	99.91769	99.99665	100	100	100	99.45245	99.99903	99.97523	99.98148	99.99699	99.82113	99.98024	99.91035	99.99821	100	95.45802	93.51004
1/20/2025 11:40:00 AM	136	99.99651	99.19352	99.83932	99.01788	98.46902	98.60886	98.89149	99.17411	99.97969	98.53321	100	99.97612	99.99744	99.99643	99.9907	100	100	100	99.88366	100	99.97028	99.98638	99.99519	99.98545	99.95897	99.92528	100	100	97.75875	95.76263
1/20/2025 3:40:00 PM	140	100	99.56306	99.97349	98.83011	98.22009	98.36532	98.51302	98.7478	99.99286	97.9728	99.99818	99.99497	100	100	100	100	100	100	99.98106	100	99.99186	99.98727	99.99475	99.98151	99.97046	99.97489	99.99747	100	99.28418	97.50153
1/20/2025 7:40:00 PM	144	100	99.87678	99.98463	98.45272	97.98754	97.91115	98.04134	98.46288	99.99977	97.10498	99.99389	99.98798	100	100	100	100	100	100	99.96534	100	99.99267	99.99542	100	99.98203	99.97682	99.98267	100	99.99475	99.78021	98.69511
1/20/2025 11:40:00 PM	148	100	99.98322	100	99.24766	97.80812	97.45726	97.69382	98.21741	100	96.54911	99.99806	99.9984	100	100	99.99508	100	100	100	99.99113	100	99.97842	100	99.99662	99.99052	99.99665	99.98772	99.99628	99.99483	99.97533	99.50407
1/21/2025 3:40:00 AM	152	100	99.98992	99.99594	98.98666	97.59396	98.67538	97.12959	97.72088	99.99635	96.02792	100	99.99628	100	100	100	100	100	100	99.99788	100	100	99.99553	100	99.99505	99.99267	99.98353	100	100	99.96016	99.93018
1/21/2025 7:40:00 AM	156	100	100	99.9849	98.70529	98.47693	98.2943	99.21337	97.28784	100	98.33064	100	99.98977	100	100	99.99673	100	100	100	100	100	100	99.98578	99.99862	100	99.98806	99.97425	100	99.99516	99.98731	99.98786
1/21/2025 11:40:00 AM	160	100	100	99.99699	98.33266	99.07512	99.24071	98.76794	96.65575	100	98.5649	100	100	100	100	99.99662	100	100	100	100	100	99.99736	99.98895	100	100	99.9949	99.99825	100	99.99657	99.99223	99.99717
1/21/2025 3:40:00 PM	164	100	99.99866	99.99639	98.70947	98.86078	98.83057	99.38158	96.16711	100	99.51965	100	100	100	100	99.99338	100	100	100	99.99854	100	99.99903	99.99728	100	100	100	99.99141	100	100	99.98471	99.99744
1/21/2025 7:40:00 PM	168	100	100	99.99795	98.30608	98.50171	98.16104	99.78057	96.977	100	99.99755	100	100	100	100	100	100	100	100	100	100	99.99651	99.99572	100	100	100	100	100	99.99821	99.98977	99.99612
1/21/2025 11:40:00 PM	172	100	100	100	98.02373	98.23535	98.85864	99.50923	98.64587	100	99.70215	100	100	100	100	99.97389	100	100	100	100	100	100	100	100	100	99.99836	100	99.99989	99.99706	99.98739	99.99699
1/22/2025 3:40:00 AM	176	100	100	99.99888	97.59004	98.00426	98.46235	99.83833	99.15247	99.99989	99.79916	100	100	100	100	100	100	100	100	100	100	100	99.99606	100	100	100	99.9978	100	99.99612	99.9978	100
1/22/2025 7:40:00 AM	180	100	100	100	98.06028	98.78628	99.42567	99.63834	98.80894	100	99.98226	100	100	100	100	99.99602	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
1/22/2025 11:40:00 AM	184	100	99.99854	100	97.63925	99.32912	99.02655	99.86829	98.35222	100	99.8728	100	100	100	100	99.9917	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
