Vessel Name: KH2404_A2H_F8_C6_GrowthRate
Date Time	Elapsed	1806_F8 (5) 5K / well (B2)	1806_F8 (5) 5K / well (B3)	1806_F8 (5) 5K / well (B4)	1806_F8 (5) 5K / well (B5)	1806_F8 (5) 5K / well (B6)	1806_F8 (5) 5K / well (B7)	1806_F8 (5) 5K / well (B8)	1806_F8 (5) 5K / well (B9)	1806_F8 (5) 5K / well (B10)	1806_F8 (5) 5K / well (B11)	1806_F8 (5) 5K / well (C2)	1806_F8 (5) 5K / well (C3)	1806_F8 (5) 5K / well (C4)	1806_F8 (5) 5K / well (C5)	1806_F8 (5) 5K / well (C6)	1806_F8 (5) 5K / well (C7)	1806_F8 (5) 5K / well (C8)	1806_F8 (5) 5K / well (C9)	1806_F8 (5) 5K / well (C10)	1806_F8 (5) 5K / well (C11)	1806_F8 (5) 5K / well (D2)	1806_F8 (5) 5K / well (D3)	1806_F8 (5) 5K / well (D4)	1806_F8 (5) 5K / well (D5)	1806_F8 (5) 5K / well (D6)	1806_F8 (5) 5K / well (D7)	1806_F8 (5) 5K / well (D8)	1806_F8 (5) 5K / well (D9)	1806_F8 (5) 5K / well (D10)	1806_F8 (5) 5K / well (D11)
12/5/2024 10:43:00 AM	40	58.64706	61.71277	65.09202	72.16508	70.85638	67.99365	36.12368	31.83619	47.58428	47.15583	49.90481	58.1169	85.56288	62.07338	68.5745	54.9973	37.34428	48.05698	45.83043	59.39717	37.88808	50.59586	49.94666	55.20688	60.64785	70.47015	49.17093	53.63274	59.65694	62.0407
12/5/2024 2:43:00 PM	44	62.02729	66.73601	69.48541	76.78442	76.94825	74.33535	43.82892	33.45866	50.36964	50.37154	54.22437	62.75883	86.90093	65.44412	74.02845	59.87347	39.01834	50.84165	49.10363	64.76936	40.93727	54.44167	53.30706	60.51311	65.29581	75.04314	52.04449	59.83531	64.54414	67.42667
12/5/2024 6:43:00 PM	48	67.16254	71.9919	76.05417	82.14558	80.47318	76.23041	42.36498	35.57481	54.77745	55.76398	58.34885	67.71137	90.11566	71.34093	78.86736	65.52075	42.95344	57.10765	54.23023	70.01537	43.72132	58.64069	57.25091	63.89361	69.95771	80.4357	56.37043	63.00536	70.50122	72.67293
12/5/2024 10:43:00 PM	52	72.39309	77.68324	79.28535	86.06057	84.57088	80.34148	47.87892	38.41322	60.21452	60.20909	62.94724	71.82794	91.28596	75.84718	83.50467	70.69112	46.01059	59.5052	58.22214	76.19125	47.15267	62.08348	60.33613	68.86578	74.53828	85.8038	60.90955	69.93091	77.6806	78.77149
12/6/2024 2:43:00 AM	56	78.76209	83.1093	85.57346	90.14443	88.63308	83.92181	43.40777	41.95393	65.34591	64.60844	68.47617	77.25568	91.24551	81.1389	88.18349	76.51613	49.69749	64.5043	64.7723	81.97646	51.09312	66.85642	64.77714	74.27077	79.44971	90.57472	65.84011	73.49812	83.56164	84.71107
12/6/2024 6:43:00 AM	60	83.6244	88.04325	89.42684	93.93481	92.45768	88.95116	51.29829	46.8562	70.79452	70.57402	73.36667	81.43077	93.18507	85.97382	92.02095	82.63795	53.65136	67.23587	70.93156	88.03959	55.35373	70.575	68.61686	79.29842	84.06215	94.31628	72.32797	80.72491	89.56815	89.86609
12/6/2024 10:43:00 AM	64	88.40646	92.61777	93.16076	96.24526	95.75773	92.01372	50.13226	50.60213	77.15443	75.81422	78.65874	86.42321	95.85035	89.79002	95.35157	87.24603	59.69222	74.12556	76.58212	93.46272	59.35764	75.82806	74.64968	83.39632	89.07186	97.3162	76.87012	84.10293	93.91083	93.78417
12/6/2024 2:43:00 PM	68	90.05206	94.04599	94.47261	97.40327	96.43559	94.02192	57.04364	52.1472	78.12495	77.03423	80.2602	87.37919	94.93253	90.30702	96.70269	88.79733	59.04967	76.0119	78.25659	95.32394	61.24825	76.04282	76.43343	84.0057	90.82804	98.62124	78.86346	85.58932	95.72166	95.24822
12/6/2024 6:43:00 PM	72	91.52686	95.75787	96.05986	98.02339	97.52967	94.07841	56.0741	54.901	80.39451	79.33798	82.78272	89.29017	95.01022	91.79675	97.68055	90.33578	61.37433	74.47598	80.87123	96.79388	62.94618	79.39051	76.5784	84.9372	91.96655	99.20774	80.19998	87.31226	96.60375	96.40482
12/6/2024 10:43:00 PM	76	94.03258	97.51258	98.09584	98.94878	98.62891	96.69704	56.71106	58.75799	84.29695	83.60496	86.56333	92.29078	97.28825	94.15121	98.85751	93.49237	65.65804	78.51674	84.38657	98.58389	67.30345	82.09633	80.22284	87.67084	94.04154	99.77902	84.4944	90.69743	98.44914	98.26314
12/7/2024 2:43:00 AM	80	96.36516	98.89533	99.20596	99.7448	99.46844	97.73524	62.98497	63.90092	88.65443	87.50284	90.0541	94.47892	98.41145	96.07896	99.61272	95.81065	70.43961	80.7178	88.30927	99.6208	70.031	85.38563	84.01108	90.30186	96.31686	100	87.77331	93.05445	99.24606	99.45331
12/7/2024 6:43:00 AM	84	98.45686	99.6087	99.85036	99.9904	99.87517	99.05323	64.28965	67.58842	92.55293	91.63534	93.70528	96.20162	98.59254	98.23852	99.9489	97.95493	74.9893	82.25449	92.03778	99.93033	73.88859	89.07387	88.3705	92.55213	97.87553	100	90.69868	95.76662	99.72379	99.86557
12/7/2024 10:43:00 AM	88	99.5955	99.99777	99.97379	100	100	99.60867	68.73149	71.78075	95.5596	94.83983	96.13953	98.04913	99.54781	99.1861	100	99.09753	80.09108	84.12367	95.11205	100	78.35075	92.64024	91.1905	94.81884	99.28495	100	93.62288	97.94439	99.94417	99.96812
12/7/2024 2:43:00 PM	92	99.91374	100	100	100	100	99.95882	72.57619	77.67846	98.285	97.26686	98.58878	99.05589	99.90711	99.74056	100	99.8183	84.96146	87.12663	97.5677	99.99802	82.81337	95.09551	94.36842	96.75163	99.87584	100	96.15638	99.16747	99.99568	100
12/7/2024 6:43:00 PM	96	100	100	100	100	100	99.99992	76.87222	83.84998	99.35593	98.90591	99.55053	99.58115	99.99714	100	100	99.99818	88.80662	90.69631	99.00912	100	86.93524	97.09731	96.62478	98.31244	99.96629	100	97.85313	99.7807	100	99.99997
12/7/2024 10:43:00 PM	100	100	100	100	100	100	100	83.49836	87.8305	99.85561	99.61049	99.97568	99.92676	100	100	100	100	92.24754	92.52576	99.80398	100	91.20704	98.81538	98.06526	99.34671	100	100	99.2802	99.93888	99.99921	100
12/8/2024 2:43:00 AM	104	100	100	100	100	100	100	86.401	91.97664	100	99.91199	100	100	100	100	100	100	95.40744	96.46161	99.99393	100	94.6254	99.55804	98.93697	99.88592	100	100	99.85594	99.99706	100	100
12/8/2024 6:43:00 AM	108	100	100	100	100	100	100	89.34462	95.54542	100	100	100	100	100	100	100	100	97.42257	96.93694	100	100	96.98047	99.86476	99.43938	99.99211	100	100	99.99052	100	100	100
12/8/2024 10:43:00 AM	112	100	100	100	100	100	100	94.04741	98.10202	100	100	100	100	100	100	100	100	98.74017	98.45966	100	100	98.39072	99.97304	99.74703	100	100	100	100	100	100	100
12/8/2024 2:43:00 PM	116	100	100	100	100	100	100	96.79388	99.36984	100	100	100	100	100	100	100	100	99.59788	99.37633	100	100	99.44538	100	99.94412	100	100	100	100	100	100	100
12/8/2024 6:43:00 PM	120	100	100	100	100	100	100	98.39689	99.79279	100	100	100	100	100	100	100	100	99.85363	99.85219	100	100	99.88705	100	100	100	100	100	100	100	100	100
12/8/2024 10:43:00 PM	124	100	100	100	100	100	100	99.62567	99.97757	100	100	100	100	100	100	100	100	99.99453	99.83932	100	100	99.98944	100	100	100	100	100	100	100	100	100
12/9/2024 2:43:00 AM	128	100	100	100	100	100	100	99.89734	100	100	100	100	100	100	100	100	100	100	99.95905	100	100	100	100	100	100	100	100	100	100	100	100
12/9/2024 6:43:00 AM	132	100	100	100	100	100	100	99.94209	100	100	100	100	100	100	100	100	100	100	99.99113	100	100	100	100	100	100	100	100	100	100	100	100
12/9/2024 10:43:00 AM	136	100	100	100	100	100	100	99.99683	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/9/2024 2:43:00 PM	140	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/9/2024 6:43:00 PM	144	100	100	100	100	100	100	99.99802	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/9/2024 10:43:00 PM	148	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/10/2024 2:43:00 AM	152	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/10/2024 6:43:00 AM	156	100	100	100	100	99.9975	100	100	100	100	99.99516	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
12/10/2024 10:43:00 AM	160	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
