Vessel Name: KH2404_A2H_F5_C8_GrowthRate
Date Time	Elapsed	1806_C8 (5) 5K / well (E2)	1806_C8 (5) 5K / well (E3)	1806_C8 (5) 5K / well (E4)	1806_C8 (5) 5K / well (E5)	1806_C8 (5) 5K / well (E6)	1806_C8 (5) 5K / well (E7)	1806_C8 (5) 5K / well (E8)	1806_C8 (5) 5K / well (E9)	1806_C8 (5) 5K / well (E10)	1806_C8 (5) 5K / well (E11)	1806_C8 (5) 5K / well (F2)	1806_C8 (5) 5K / well (F3)	1806_C8 (5) 5K / well (F4)	1806_C8 (5) 5K / well (F5)	1806_C8 (5) 5K / well (F6)	1806_C8 (5) 5K / well (F7)	1806_C8 (5) 5K / well (F8)	1806_C8 (5) 5K / well (F9)	1806_C8 (5) 5K / well (F10)	1806_C8 (5) 5K / well (F11)	1806_C8 (5) 5K / well (G2)	1806_C8 (5) 5K / well (G3)	1806_C8 (5) 5K / well (G4)	1806_C8 (5) 5K / well (G5)	1806_C8 (5) 5K / well (G6)	1806_C8 (5) 5K / well (G7)	1806_C8 (5) 5K / well (G8)	1806_C8 (5) 5K / well (G9)	1806_C8 (5) 5K / well (G10)	1806_C8 (5) 5K / well (G11)
1/17/2025 7:40:00 PM	72	26.60346	34.18172	42.69007	45.68079	30.10469	38.20384	31.7482	36.2179	33.96547	33.79455	33.3294	45.11161	61.30829	57.09909	50.11024	50.95624	47.75601	59.9829	36.47717	45.31895	39.26785	56.23568	60.89788	72.06326	65.22147	65.99541	72.44469	60.69548	40.71515	47.94144
1/17/2025 11:40:00 PM	76	29.04689	36.66639	47.88394	49.90822	32.64168	41.87227	35.2787	45.08482	36.98424	36.49483	35.731	47.35889	66.26803	62.67346	54.2683	55.34453	52.35595	64.44019	40.16163	48.9968	43.19884	61.07429	65.32542	76.9395	69.53017	72.03909	73.68903	66.23761	43.81102	52.62352
1/18/2025 3:40:00 AM	80	31.35842	40.68044	49.84411	55.40278	35.70142	45.50913	38.75389	46.51934	40.63017	40.25609	37.95564	52.39499	68.0284	68.0752	59.66492	61.01455	57.30841	64.71806	43.7848	53.59293	47.18257	67.31414	70.07372	78.4796	74.19437	74.27552	77.13507	70.7552	47.42938	57.07444
1/18/2025 7:40:00 AM	84	34.66267	43.2997	57.22053	61.99009	39.13204	50.47027	41.97351	44.89539	44.03699	44.87232	40.55137	59.2615	76.14815	73.92854	65.08911	67.89775	62.72404	68.55251	49.66939	58.12552	51.28335	73.48336	75.76563	83.33464	78.80938	78.46986	82.85373	75.68041	52.23502	62.37173
1/18/2025 11:40:00 AM	88	37.6801	47.62643	61.60987	67.99755	42.61711	55.82615	46.18052	50.44654	48.27823	48.23592	44.90195	63.76392	80.0741	79.34032	71.43636	73.1253	69.23293	74.2653	53.64902	62.87616	56.12254	79.12177	80.61324	88.49651	84.15197	83.00426	86.33117	82.44625	57.1939	67.63518
1/18/2025 3:40:00 PM	92	40.83295	52.29588	63.98091	74.27634	47.38929	60.84313	51.02559	55.66202	52.58749	53.61148	49.1563	68.27766	83.57273	84.62182	78.80247	79.46924	75.69308	78.63575	58.45539	68.14624	61.55548	84.95824	86.00713	91.75135	87.4931	87.00916	90.86272	86.7802	62.21709	73.07455
1/18/2025 7:40:00 PM	96	44.15889	55.08629	71.65132	79.3037	52.29598	66.41214	55.97473	60.21823	57.26012	58.38187	52.72828	74.00475	88.72522	89.17934	84.39869	84.59207	81.5603	82.57245	64.51065	72.63303	66.70628	89.88771	90.55021	94.89853	91.41901	90.27065	93.28406	89.57677	67.05674	78.28796
1/18/2025 11:40:00 PM	100	47.25385	60.39997	75.43292	84.26247	56.77739	71.58788	60.81136	62.78859	61.61341	63.62902	56.82193	79.63758	92.1853	92.75301	89.77525	88.93235	86.62672	86.35852	70.60938	78.14443	70.61277	93.51246	94.52296	96.69594	94.10054	93.18599	95.94344	93.3205	73.6375	83.08926
1/19/2025 3:40:00 AM	104	50.89416	65.94205	80.57236	88.79253	61.39775	76.5161	67.18716	71.40161	68.38564	68.54823	60.69465	84.18692	95.67225	95.40478	93.73616	92.65139	90.99317	89.38336	76.8334	81.73357	75.53168	96.45564	96.85432	98.13065	96.24777	95.00635	97.78329	95.67639	78.41517	87.04266
1/19/2025 7:40:00 AM	108	53.91456	70.49982	83.35641	91.91346	66.67633	81.7686	73.05511	75.41486	73.97712	73.63083	64.97393	87.71423	97.77466	97.25318	96.29026	95.11505	94.40123	91.2159	82.33576	85.71249	79.88337	98.15524	98.37498	98.72626	97.87757	96.79665	98.80731	97.66415	84.11922	90.91222
1/19/2025 11:40:00 AM	112	57.50415	74.15141	86.85524	94.30772	71.67219	86.58662	78.68346	78.77002	79.0259	78.52853	69.59467	91.73189	98.98	98.40328	97.87492	96.85358	96.71597	93.87413	86.93131	88.92377	83.57695	99.09898	99.40499	99.29449	98.79632	97.63239	99.41544	98.56944	88.68242	93.72651
1/19/2025 3:40:00 PM	116	61.37035	78.7875	91.30993	95.78034	76.11301	89.96109	83.30846	84.54446	85.06373	83.00687	73.18849	94.12924	99.55924	99.09749	98.92159	97.96709	98.17542	95.83999	91.26772	91.50201	86.70425	99.7169	99.7589	99.67424	99.44813	98.49572	99.77505	99.35652	92.29286	95.73501
1/19/2025 7:40:00 PM	120	65.43839	83.52535	93.98341	97.23848	80.43385	92.86501	88.31158	88.73487	89.27335	87.02754	76.85915	96.17775	99.8428	99.57349	99.48801	98.73682	99.21321	97.76904	94.84174	93.80042	89.90931	99.93744	99.93747	99.84017	99.71824	99.2134	99.96273	99.74699	95.46217	97.60954
1/19/2025 11:40:00 PM	124	69.38737	87.46684	96.41172	98.1652	84.4864	95.43054	92.39427	92.57916	93.19036	90.39681	81.13625	97.71142	99.91566	99.82551	99.83496	99.29147	99.70359	98.79816	97.46894	95.73892	92.21633	99.98367	99.98653	99.93832	99.94651	99.62381	99.9855	99.93056	97.49773	98.57668
1/20/2025 3:40:00 AM	128	72.65083	89.58746	98.20306	98.90543	87.71291	97.3131	95.17293	95.05463	95.94934	93.39383	84.53775	98.64413	99.95529	99.94596	99.97659	99.65081	99.92936	99.258	98.94209	97.24066	94.56324	100	100	99.98483	99.99113	99.83976	99.99669	99.98965	98.95028	99.16002
1/20/2025 7:40:00 AM	132	76.75882	92.63467	99.24211	99.4421	90.59438	98.56408	97.43592	97.4298	97.90491	95.39229	87.83186	99.25888	99.97601	99.99538	99.9978	99.84002	99.98006	99.88778	99.65739	98.22658	96.36708	100	100	99.98984	99.99214	99.93149	99.99434	100	99.59055	99.72467
1/20/2025 11:40:00 AM	136	80.03214	94.82197	99.72245	99.80655	93.33887	99.06948	98.86726	98.73893	99.01012	96.88934	90.94161	99.61209	99.98505	100	100	99.95696	99.9984	99.96841	99.92472	99.12633	97.9201	100	100	100	99.99092	99.97579	100	100	99.87881	99.89558
1/20/2025 3:40:00 PM	140	83.28285	96.77766	99.92628	99.98505	95.40224	99.41064	99.62556	99.3801	99.49187	98.03539	93.34622	99.78609	99.99211	100	100	100	99.99761	99.98434	99.96522	99.60692	98.78886	100	99.99862	100	99.99152	99.99226	100	100	99.94607	99.9515
1/20/2025 7:40:00 PM	144	85.67072	98.15405	99.97538	99.99214	96.91351	99.6042	99.93194	99.71345	99.70318	98.85667	95.25715	99.92404	100	100	99.99486	100	100	99.98556	99.99717	99.84285	99.48908	100	100	100	99.99747	99.99903	99.99647	100	99.95492	99.98664
1/20/2025 11:40:00 PM	148	88.67825	98.98758	99.9984	100	98.03073	99.72178	99.98322	99.89109	99.80346	99.32339	96.61443	99.99255	100	100	100	100	100	100	99.99847	99.93353	99.73342	100	100	100	100	100	100	100	100	100
1/21/2025 3:40:00 AM	152	90.4724	99.54543	99.99903	100	98.75343	99.8495	100	99.96495	99.86847	99.59509	97.8243	100	99.99903	100	100	100	100	99.99639	100	99.97519	99.83589	100	100	100	100	100	100	100	100	100
1/21/2025 7:40:00 AM	156	92.49135	99.82146	100	100	99.18253	99.89764	100	100	99.95086	99.76295	98.70051	99.99639	100	100	100	100	100	100	100	99.98014	99.93101	100	100	100	100	100	100	100	100	100
1/21/2025 11:40:00 AM	160	93.7733	99.94822	100	100	99.37084	99.98181	99.99788	100	99.99289	99.84347	99.33431	100	100	100	100	100	100	100	99.99312	99.99387	99.97947	100	100	100	100	100	100	100	100	100
1/21/2025 3:40:00 PM	164	95.15105	100	100	100	99.59445	100	99.96976	100	100	99.92769	99.69786	100	100	100	100	100	100	100	100	99.98808	99.98561	100	100	100	100	100	100	100	100	100
1/21/2025 7:40:00 PM	168	96.16812	99.99888	100	100	99.74198	100	99.97664	100	99.99148	99.9958	99.86806	100	100	100	100	100	100	100	100	99.98418	99.99699	100	100	100	100	100	100	100	100	100
1/21/2025 11:40:00 PM	172	96.95119	99.99862	100	100	99.78665	99.9959	99.95354	100	99.99791	100	99.92029	100	100	100	100	100	100	100	100	99.99795	99.99628	100	100	100	100	100	100	100	100	100
1/22/2025 3:40:00 AM	176	97.53411	100	100	100	99.82436	100	99.9945	100	99.99777	100	99.95518	100	100	100	100	100	100	100	100	99.99699	100	100	100	100	100	100	100	100	100	100
1/22/2025 7:40:00 AM	180	97.97707	100	100	100	99.86059	100	99.9942	100	99.9984	100	99.97423	100	100	100	100	100	100	99.99921	100	100	100	100	99.99862	100	100	100	100	100	100	100
1/22/2025 11:40:00 AM	184	98.34612	100	100	100	99.9111	100	99.99025	100	100	100	99.98753	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
