Vessel Name: KH2404_A2H_F8_C6_GrowthRate
Date Time	Elapsed	1806_C6 (5) 5K / well (E2)	1806_C6 (5) 5K / well (E3)	1806_C6 (5) 5K / well (E4)	1806_C6 (5) 5K / well (E5)	1806_C6 (5) 5K / well (E6)	1806_C6 (5) 5K / well (E7)	1806_C6 (5) 5K / well (E8)	1806_C6 (5) 5K / well (E9)	1806_C6 (5) 5K / well (E10)	1806_C6 (5) 5K / well (E11)	1806_C6 (5) 5K / well (F2)	1806_C6 (5) 5K / well (F3)	1806_C6 (5) 5K / well (F4)	1806_C6 (5) 5K / well (F5)	1806_C6 (5) 5K / well (F6)	1806_C6 (5) 5K / well (F7)	1806_C6 (5) 5K / well (F8)	1806_C6 (5) 5K / well (F9)	1806_C6 (5) 5K / well (F10)	1806_C6 (5) 5K / well (F11)	1806_C6 (5) 5K / well (G2)	1806_C6 (5) 5K / well (G3)	1806_C6 (5) 5K / well (G4)	1806_C6 (5) 5K / well (G5)	1806_C6 (5) 5K / well (G6)	1806_C6 (5) 5K / well (G7)	1806_C6 (5) 5K / well (G8)	1806_C6 (5) 5K / well (G9)	1806_C6 (5) 5K / well (G10)	1806_C6 (5) 5K / well (G11)
12/5/2024 10:43:00 AM	40	38.24528	42.39564	53.08213	48.854	46.26426	49.83715	48.5911	55.56782	53.01046	46.37777	29.22634	32.69641	38.78595	37.84614	49.90547	41.31523	41.12575	48.92541	54.77035	45.48975	28.01667	30.42115	32.13536	42.72536	52.05548	54.75649	60.58238	52.84342	43.41979	45.07357
12/5/2024 2:43:00 PM	44	40.84227	44.67479	53.31553	51.93005	49.02309	53.14875	51.61364	55.06998	57.47335	50.0573	31.18317	34.55038	41.62181	39.38155	53.64669	43.99244	42.754	49.72224	57.36731	47.29618	29.93207	32.4697	34.83682	45.14048	52.21215	54.87711	63.97831	55.94006	44.70919	47.42125
12/5/2024 6:43:00 PM	48	42.66957	47.30206	61.15121	55.67567	51.93267	56.54694	54.15358	59.81287	60.07515	53.03391	32.91304	36.65892	42.71246	41.89968	57.43487	46.35059	46.31347	54.27183	61.04296	50.27341	31.13438	34.06282	35.70318	49.74855	53.90885	57.60548	65.43828	58.68033	48.48957	50.0938
12/5/2024 10:43:00 PM	52	45.81937	50.75756	59.82804	58.45633	55.52551	60.19013	57.18464	63.78756	64.80379	56.77908	34.81459	38.63182	46.59469	45.4154	60.7002	48.89457	49.82035	57.16356	67.01128	54.09476	33.86589	36.6305	37.97215	48.26755	55.60235	63.1221	68.08444	61.99612	51.29778	54.15895
12/6/2024 2:43:00 AM	56	48.18223	52.67931	65.29016	62.08434	59.11531	63.55898	61.6816	66.00928	70.2701	60.76014	37.14212	41.06961	49.39442	46.80702	65.21952	52.97842	51.9394	59.32355	69.22215	57.32414	35.42965	38.3489	40.37663	53.05103	57.26341	60.24787	70.63638	61.51851	53.82277	57.29009
12/6/2024 6:43:00 AM	60	51.97015	56.48946	67.38464	64.9803	63.54977	68.3084	67.0321	72.36286	72.20397	64.71963	39.80524	43.68715	53.33086	49.51643	70.70753	57.07716	56.74915	63.19834	74.5848	60.40705	37.89515	41.41618	43.30336	55.97873	62.46728	62.68354	72.35574	65.15028	57.67261	61.51421
12/6/2024 10:43:00 AM	64	55.90327	59.27465	69.16441	68.84879	67.57085	73.61642	71.03716	76.73351	76.90063	68.91629	42.05454	47.10748	53.33719	54.16211	75.75646	61.39322	61.66934	68.469	78.05623	64.59942	40.08054	43.45383	45.09579	57.64619	66.17591	70.3389	76.9937	68.52461	61.87811	64.70228
12/6/2024 2:43:00 PM	68	55.88431	59.9852	69.20155	68.74955	66.10942	72.57574	69.24551	73.19061	77.11715	68.13391	40.83868	45.43037	50.92802	52.90489	73.39334	60.44239	61.90669	64.67677	75.50829	63.96006	37.6413	42.40024	43.57666	55.21636	60.15712	64.27954	75.09079	66.93065	58.29624	63.03529
12/6/2024 6:43:00 PM	72	56.42349	59.65028	67.08391	68.14531	66.83318	71.92989	70.09014	73.93698	74.54129	68.14741	41.63836	45.55489	51.46885	53.44899	72.6713	60.06747	61.62509	66.14774	76.0879	64.08798	38.39651	42.68029	42.24402	55.39963	59.79251	66.1323	75.32568	65.75054	56.94093	63.09617
12/6/2024 10:43:00 PM	76	58.89153	62.3422	70.06893	70.63184	69.96887	74.93919	73.00333	79.15292	76.95315	71.76662	44.55383	48.25972	57.25068	55.92297	77.2053	64.38689	65.83311	71.84433	80.97773	67.86709	40.42429	45.05902	45.66536	58.79622	65.5683	69.68365	77.34657	72.71239	60.76621	65.94462
12/7/2024 2:43:00 AM	80	61.95655	64.84391	72.91835	73.48743	72.37209	78.47456	75.96375	81.51098	80.73406	74.93465	46.88641	51.10502	60.18086	58.81093	81.00588	68.09544	69.5004	72.53991	82.98032	70.54467	43.24219	48.43036	47.36948	62.3289	66.49787	74.15192	79.07404	72.44816	63.7774	69.3574
12/7/2024 6:43:00 AM	84	65.07281	67.98428	77.31231	76.0171	75.77995	82.40488	80.16233	86.03454	84.38483	78.9799	50.00805	54.91864	60.43937	62.23169	85.60044	72.38456	74.02843	75.34383	88.57637	74.22907	46.36021	51.61129	50.52005	63.87437	69.8754	74.40703	81.36874	76.41658	68.22727	72.9999
12/7/2024 10:43:00 AM	88	68.66383	71.35154	80.47623	79.79662	79.33169	86.2242	85.27287	89.5048	88.10709	83.41328	52.85925	58.27109	65.1032	66.38081	89.75602	76.85931	78.54739	80.07771	91.34772	78.31248	48.81148	54.90775	55.0067	70.96159	75.95064	78.62391	85.87141	79.01758	72.54156	76.85242
12/7/2024 2:43:00 PM	92	72.03172	75.64822	82.25745	82.58301	82.8835	89.65314	88.92804	92.8193	91.20226	87.0666	56.6426	61.96493	67.09313	70.98808	93.48227	81.58851	82.61246	85.01594	93.5065	82.56093	52.63285	59.47293	57.11047	71.7842	78.94202	82.00866	87.9136	82.07674	76.61111	81.26712
12/7/2024 6:43:00 PM	96	75.6266	79.90888	83.7488	85.22522	85.95267	92.72903	92.26402	96.02927	93.7336	90.62002	60.68407	65.51974	71.04057	74.18732	96.16954	85.79432	86.81109	87.70767	96.31007	86.18248	56.9663	64.30812	61.60131	74.89073	83.02488	85.70432	90.28395	84.42606	81.19202	85.09377
12/7/2024 10:43:00 PM	100	79.85544	82.84555	86.49754	87.58099	88.47085	95.31074	94.91323	97.99326	96.17007	93.53762	64.03552	69.58569	74.14056	77.90679	97.8159	89.73238	90.83431	90.66186	97.60911	89.62383	59.74924	68.12362	65.18498	80.00825	87.03178	87.75405	91.48511	87.83669	84.77863	88.56663
12/8/2024 2:43:00 AM	104	82.79597	85.58374	88.21352	90.30546	90.89949	97.12556	96.92728	99.22103	97.41788	95.78625	67.5212	73.65279	76.68594	81.54122	98.98315	92.82037	93.80209	92.88026	98.50368	92.65677	63.14343	73.12868	67.7728	83.7868	90.82101	92.31169	94.53288	90.01714	88.14256	91.67244
12/8/2024 6:43:00 AM	108	85.98595	88.56758	89.85628	92.26437	93.10772	98.30274	98.38919	99.73877	98.66794	97.2674	71.27839	77.10443	79.37009	85.67215	99.44653	95.44111	96.07577	95.72162	99.32183	94.96591	66.69975	77.83076	70.4192	87.94533	93.89616	93.82415	95.59445	92.59885	90.88834	94.01138
12/8/2024 10:43:00 AM	112	89.05296	91.82867	91.86314	94.25484	94.59975	99.23244	99.22453	99.90136	99.23347	98.35439	74.86318	80.59159	83.87722	88.34061	99.64716	97.2476	97.48058	96.60255	99.63548	96.90809	70.38326	82.62459	74.12612	90.76997	96.10989	96.13634	96.43694	94.97929	93.60057	95.92188
12/8/2024 2:43:00 PM	116	91.46214	93.63554	93.03601	95.63903	96.05099	99.65777	99.59655	99.96928	99.60257	99.13512	78.06502	84.12725	86.37013	91.60592	99.7868	98.40194	98.84105	97.81316	99.90578	98.15096	74.29984	85.96159	77.13651	94.37954	97.61743	97.25174	97.32642	96.26554	95.08855	97.38701
12/8/2024 6:43:00 PM	120	92.98635	95.36269	93.98538	96.87379	97.20357	99.90199	99.84408	99.99097	99.76295	99.53826	81.57005	87.51684	89.33912	92.97007	99.90035	99.09604	99.26842	98.63609	99.97823	98.98885	77.22685	89.58959	80.15013	95.26347	98.56004	98.29342	98.5792	97.58671	96.50101	98.31718
12/8/2024 10:43:00 PM	124	94.49467	96.65937	95.75912	97.80065	98.09785	99.96905	99.92211	100	99.89485	99.78178	83.79126	89.52078	91.31328	94.8036	99.96518	99.5794	99.71702	99.29894	100	99.52331	80.70023	92.13287	82.28642	97.13189	99.26599	99.04741	98.91695	98.50052	97.42083	98.94276
12/9/2024 2:43:00 AM	128	95.98892	97.66729	95.88926	98.57394	98.68095	100	99.98528	100	99.97076	99.90333	86.16758	91.91219	92.8961	96.30059	99.9852	99.78809	99.86185	99.54405	100	99.80956	83.58884	94.41248	85.06216	98.11771	99.61972	99.47289	99.3257	99.05476	98.21837	99.31406
12/9/2024 6:43:00 AM	132	97.07707	98.44682	96.63081	99.00469	99.19833	100	99.9917	99.99531	99.99557	99.97903	88.97836	93.72508	95.02346	97.27874	99.99467	99.93101	99.96075	99.77516	100	99.93598	85.98312	95.98254	88.21337	98.95218	99.85787	99.71259	99.62113	99.40012	98.90461	99.62287
12/9/2024 10:43:00 AM	136	97.99982	99.02824	97.51258	99.36609	99.57639	100	99.99791	100	100	100	91.30023	95.49843	96.34689	98.20601	100	99.99557	99.97906	99.91348	100	99.98084	88.5734	97.16195	90.10294	99.2918	99.95462	99.89251	99.8632	99.66342	99.45904	99.76947
12/9/2024 2:43:00 PM	140	98.76479	99.39268	98.07877	99.53938	99.83712	100	100	100	100	100	93.21758	96.52702	97.13963	98.77572	100	100	100	99.96559	100	99.99673	90.48138	98.2412	91.34767	99.68764	99.99502	99.95811	99.93361	99.83083	99.79606	99.8924
12/9/2024 6:43:00 PM	144	99.38519	99.59547	98.58675	99.73565	99.95908	100	100	100	100	100	94.79615	97.69334	98.24715	99.3008	100	100	100	100	100	100	92.73143	98.92085	93.38346	99.92638	99.99836	100	99.9489	99.92505	99.9062	99.98624
12/9/2024 10:43:00 PM	148	99.78323	99.80283	99.02061	99.91229	99.96823	100	100	100	100	100	96.49168	98.33738	98.73463	99.66186	100	100	100	100	100	100	94.72132	99.49366	94.81259	99.97768	100	100	99.97017	99.99621	99.97928	100
12/10/2024 2:43:00 AM	152	99.94272	99.8896	99.36263	99.9611	100	100	100	100	100	100	97.54636	98.98647	99.29705	99.82	100	100	100	100	100	100	96.05907	99.8212	96.05959	99.99259	100	100	99.99233	100	100	100
12/10/2024 6:43:00 AM	156	100	99.966	99.68686	99.98757	100	100	100	100	100	100	98.40739	99.28176	99.65148	99.93185	100	100	100	100	100	100	97.24474	99.97076	97.45036	100	100	100	100	100	100	100
12/10/2024 10:43:00 AM	160	100	100	99.82797	100	100	100	100	100	100	100	99.11153	99.65617	99.84765	99.95097	100	100	100	100	100	100	98.49694	100	98.32222	100	100	100	100	100	100	100
