Vessel Name: KH2404_A2H_C7_1806GFP_P_GrowthRate
Date Time	Elapsed	1806_C7 (8) 5K / well (B2)	1806_C7 (8) 5K / well (B3)	1806_C7 (8) 5K / well (B4)	1806_C7 (8) 5K / well (B5)	1806_C7 (8) 5K / well (B6)	1806_C7 (8) 5K / well (B7)	1806_C7 (8) 5K / well (B8)	1806_C7 (8) 5K / well (B9)	1806_C7 (8) 5K / well (B10)	1806_C7 (8) 5K / well (B11)	1806_C7 (8) 5K / well (C2)	1806_C7 (8) 5K / well (C3)	1806_C7 (8) 5K / well (C4)	1806_C7 (8) 5K / well (C5)	1806_C7 (8) 5K / well (C6)	1806_C7 (8) 5K / well (C7)	1806_C7 (8) 5K / well (C8)	1806_C7 (8) 5K / well (C9)	1806_C7 (8) 5K / well (C10)	1806_C7 (8) 5K / well (C11)	1806_C7 (8) 5K / well (D2)	1806_C7 (8) 5K / well (D3)	1806_C7 (8) 5K / well (D4)	1806_C7 (8) 5K / well (D5)	1806_C7 (8) 5K / well (D6)	1806_C7 (8) 5K / well (D7)	1806_C7 (8) 5K / well (D8)	1806_C7 (8) 5K / well (D9)	1806_C7 (8) 5K / well (D10)	1806_C7 (8) 5K / well (D11)
8/18/2024 6:51:00 AM	40	25.44406	32.94707	17.01339	15.7474	15.9589	10.79912	24.00035	9.133897	14.57503	28.14837	21.55177	31.40814	21.47915	14.20151	18.84341	11.20257	22.06141	10.49133	25.75604	20.77901	22.68182	28.97216	22.63315	18.35164	22.14853	14.70474	24.17842	9.599277	30.64885	22.08682
8/18/2024 10:51:00 AM	44	26.50696	28.36657	18.39286	16.68633	17.28504	11.0873	25.85778	8.819333	15.85067	30.38904	22.88576	39.69474	22.06291	15.30145	19.3073	11.21804	23.52934	10.57503	26.89356	20.73786	24.95263	29.40584	23.96164	19.97553	23.63029	15.53014	26.07685	10.37506	33.82198	25.01105
8/18/2024 2:51:00 PM	48	26.94289	28.34813	20.96016	18.38325	18.32456	12.13745	26.92577	10.09045	16.4365	32.15526	25.22885	32.84202	22.01243	16.40372	20.73043	12.05523	25.92962	12.04225	28.24032	22.18335	27.2993	32.83262	24.98143	21.71756	25.39503	16.79846	27.95422	11.09087	35.85843	26.45323
8/18/2024 6:51:00 PM	52	28.87443	29.42769	20.47543	19.2356	18.89934	12.08542	29.83204	9.146316	18.00793	34.29528	26.69103	38.35814	24.32228	17.6459	22.18548	13.25562	27.58017	11.59316	30.33225	24.41715	29.78534	34.27549	27.23877	22.21931	26.77014	17.72437	30.2232	11.09014	38.1114	28.97747
8/18/2024 10:51:00 PM	56	31.99615	31.97783	22.20521	20.25393	18.92153	14.51577	27.78244	10.18395	19.21843	36.60269	28.5476	46.75282	25.34935	19.02677	23.36298	13.52061	29.93619	13.50666	33.56992	26.60549	31.91637	36.31843	28.7396	24.24453	28.96296	19.35136	32.39074	12.84113	42.36467	30.51187
8/19/2024 2:51:00 AM	60	33.4062	36.82329	23.14307	21.47259	21.29797	14.28666	32.64841	11.02955	20.18302	39.04122	31.53632	40.57843	26.95416	20.84292	26.03449	14.77614	32.53645	12.93859	34.79253	28.04868	34.5889	38.96239	29.62903	27.01216	32.12117	20.98285	35.28294	12.7464	45.50764	33.64328
8/19/2024 6:51:00 AM	64	35.14929	41.62565	24.0144	22.19312	23.54408	15.94325	31.62649	10.04699	21.42888	41.93567	33.21457	44.79371	28.51101	21.84543	27.88856	15.47597	35.49913	13.41748	36.5202	30.99037	37.74963	42.19598	31.89923	27.44979	34.0804	22.31068	38.78862	13.5839	48.7177	36.03967
8/19/2024 10:51:00 AM	68	38.5611	37.81754	26.82101	23.87783	23.14872	15.54231	34.58342	11.32596	23.15871	45.31861	35.28697	50.73811	31.53636	23.28151	29.68786	16.95255	39.44334	14.64802	41.08017	33.71033	40.3222	44.78833	33.88634	30.11631	37.20338	24.28073	42.48814	13.8834	52.76922	38.39561
8/19/2024 2:51:00 PM	72	39.14973	46.33741	27.38124	28.47237	23.20495	15.12816	29.34967	13.17437	23.66463	43.58397	39.70493	54.21007	33.95354	24.77622	33.76697	16.95317	41.99213	15.69659	42.78635	37.57897	42.79476	47.54549	35.54816	31.73341	39.49085	26.30184	45.99546	15.53935	56.51529	42.73718
8/19/2024 6:51:00 PM	76	42.06946	45.39514	30.087	27.46811	25.18734	17.5973	36.01063	13.30193	25.23359	46.26249	43.93122	49.60333	37.70212	26.95461	36.77015	18.78611	46.13975	17.93896	45.63423	40.18738	47.49767	52.11095	37.12881	35.71571	43.30272	29.14326	49.87621	15.37731	61.28802	46.41165
8/19/2024 10:51:00 PM	80	44.37778	46.64191	30.94977	29.76495	27.63844	17.81694	38.64007	14.80573	27.48091	50.09706	46.70985	52.0565	40.41784	28.53024	40.02813	20.32039	49.60608	17.50587	49.97572	42.69735	51.06636	54.48808	41.1347	39.15555	47.73965	32.30291	54.77635	15.99267	67.43587	50.10322
8/20/2024 2:51:00 AM	84	48.7308	54.68785	33.69949	32.62783	29.44762	19.62902	38.46035	15.22676	30.06681	53.54834	49.2373	59.43946	41.13228	31.03709	42.02438	22.22596	53.47499	18.87563	53.49944	47.15258	55.41269	58.36147	45.32643	41.82561	52.49368	34.8575	58.02084	17.2074	71.93215	53.92137
8/20/2024 6:51:00 AM	88	49.72649	52.16838	36.59634	35.57268	33.74941	20.49714	42.7959	15.26622	31.95251	55.7914	52.1625	57.22008	43.69939	33.44028	45.73931	24.2708	58.18573	20.40254	56.44428	48.7498	58.55632	63.03676	46.79182	45.31818	55.72588	38.54793	61.83611	18.89817	76.18911	57.29301
8/20/2024 10:51:00 AM	92	52.73029	53.56984	39.89366	38.02204	34.07639	22.00057	44.35949	15.25168	34.04519	61.39739	55.74965	60.43707	48.96999	35.63351	49.04552	25.30015	62.45205	23.35237	60.75707	52.48937	62.61051	65.82448	49.04464	48.42382	59.85475	41.69452	66.00374	20.54221	81.19617	61.13912
8/20/2024 2:51:00 PM	96	57.72443	58.0101	42.56001	39.679	36.47408	26.95907	48.67337	16.26298	36.60493	64.12845	60.45039	68.4898	52.59916	38.38636	52.31936	27.55122	67.29429	23.48246	63.80926	55.36304	65.90452	70.19147	53.30111	53.07283	64.31899	44.87231	69.5001	23.10946	84.50648	65.13293
8/20/2024 6:51:00 PM	100	55.68126	53.82364	40.43428	38.52211	36.21553	24.55439	42.23936	15.98014	35.86798	59.62643	55.53676	61.3066	48.19808	37.28015	50.58385	25.82665	63.83171	24.08553	61.18102	54.03202	63.20501	66.74358	50.11348	50.28481	62.96481	43.01583	67.06094	21.62781	81.70492	62.65432
8/20/2024 10:51:00 PM	104	55.87233	56.69896	40.83307	38.26943	36.70198	27.3837	46.7141	16.37479	38.17906	61.70098	57.93061	63.94636	48.31195	38.49302	51.86127	27.23062	67.2019	25.91163	63.48314	55.96347	65.05416	68.92484	51.04456	52.53059	66.12576	44.87716	68.92683	23.58465	83.17889	64.57126
8/21/2024 2:51:00 AM	108	58.57235	57.19411	43.77367	40.56553	39.2559	26.95761	48.33656	16.16216	40.86059	64.858	61.18237	67.12823	53.67039	40.5564	55.74469	29.40107	71.52647	27.51747	67.37915	59.34756	68.55721	71.49332	54.28715	56.60474	69.01767	47.98581	72.20398	25.00343	86.73683	68.46481
8/21/2024 6:51:00 AM	112	60.28646	63.93127	48.63459	44.90917	44.42076	27.97359	51.91825	19.17123	42.87567	65.96091	64.78197	72.29338	56.46165	44.84198	58.57199	31.17799	75.00061	28.87002	70.86908	62.09982	72.91084	74.84224	57.40179	59.63281	72.38054	51.70087	75.05942	28.38132	89.71954	71.77084
8/21/2024 10:51:00 AM	116	63.14691	66.01608	53.75842	48.35554	45.91333	30.52484	56.02409	20.0436	45.16732	68.73566	69.26656	71.58527	59.5187	46.4593	62.13359	33.87508	79.22116	31.46686	73.67273	66.93398	76.1821	77.88506	63.09953	62.91537	76.28812	56.05692	78.57546	29.2471	92.47939	75.7684
8/21/2024 2:51:00 PM	120	66.97939	67.43681	56.44649	49.27439	47.81046	32.4835	57.59221	20.23684	48.47426	72.05289	71.72724	73.16751	62.35292	48.96108	65.04442	34.80328	83.14864	33.4736	77.99058	70.0946	79.70947	80.95935	65.52269	67.3105	79.61733	60.47727	81.13764	32.0351	94.48728	78.80533
8/21/2024 6:51:00 PM	124	69.54411	73.74335	57.54161	51.35037	51.1138	35.27802	60.23146	22.63477	50.92781	74.7431	74.97852	75.80327	65.01925	51.9082	68.07766	37.6359	86.56603	35.57446	80.42226	72.3945	82.2504	84.18806	67.0603	71.02274	82.88953	64.88001	83.6534	34.44537	96.31293	81.93533
8/21/2024 10:51:00 PM	128	73.54581	72.61633	57.97685	54.53798	55.2268	36.67147	63.22812	25.74843	54.33068	78.13021	76.99842	77.93435	67.14806	55.03306	71.86442	40.93074	89.39912	38.5298	83.24324	76.00659	85.30293	87.58636	71.3869	74.2801	86.12387	68.68133	85.71978	36.35418	97.68424	85.45919
8/22/2024 2:51:00 AM	132	75.55787	77.65849	62.0148	58.61689	58.54284	40.03217	66.68217	27.50354	56.90252	80.46327	80.02379	80.6961	71.43206	59.06375	75.43447	44.72079	91.98162	43.07177	85.67624	79.19791	87.56262	89.33122	74.60493	78.33664	88.76788	72.91338	87.76257	39.96721	98.8009	87.61787
8/22/2024 6:51:00 AM	136	77.81038	77.63229	64.10949	59.78202	59.96276	42.06955	69.08847	28.22282	59.37156	83.01284	83.05721	83.17726	73.68697	61.28697	78.23174	46.98602	94.12066	45.03156	88.00458	81.52303	89.97948	92.20738	77.65269	81.23046	91.34513	77.21182	89.55312	42.3328	99.41042	89.61733
8/22/2024 10:51:00 AM	140	80.59197	79.6102	67.13584	61.47543	61.90178	44.42278	72.3163	31.32062	62.135	85.38148	84.86964	88.02827	76.45833	64.80156	81.41008	50.69535	95.88284	50.13231	89.43047	84.4684	92.03881	93.38423	80.84351	84.2243	93.05213	80.68839	91.0933	47.44625	99.69444	91.6964
8/22/2024 2:51:00 PM	144	83.17219	81.75151	70.5936	64.76408	65.20122	47.18387	75.76721	30.9784	65.141	87.8593	87.22106	87.95683	80.33545	68.33835	84.44856	53.27663	97.49149	53.91515	91.58549	86.04407	93.24012	95.45483	83.32893	86.77952	94.91746	83.72355	92.94187	49.85343	99.84036	93.48031
8/22/2024 6:51:00 PM	148	85.23447	83.17715	73.83726	67.87835	68.64517	50.47686	78.16931	32.98105	68.28684	89.92166	88.32208	91.21262	82.83678	71.34514	86.67093	57.29798	98.29606	57.18984	93.03892	88.87798	94.65212	96.46686	86.14003	89.11169	96.51633	87.18217	94.51891	53.9539	99.91866	95.0679
8/22/2024 10:51:00 PM	152	88.14138	85.04475	76.37456	69.54985	71.94215	52.87273	80.47095	34.83666	70.38193	91.55801	89.99277	91.76571	85.24905	74.9501	88.43607	59.87647	98.981	61.7748	93.97335	90.35088	95.89138	97.78397	87.7806	91.12904	97.63741	89.28416	95.94446	57.54932	99.99007	96.21622
8/23/2024 2:51:00 AM	156	89.47128	88.5265	79.63149	72.36501	74.13594	55.7509	82.60237	38.01528	72.57368	93.3191	91.896	94.23477	87.46333	78.13348	90.45442	63.12358	99.36891	66.31312	95.27061	91.81445	96.82368	98.48241	90.24393	93.09614	98.42769	91.7429	96.90605	61.7669	100	97.05847
8/23/2024 6:51:00 AM	160	91.0135	88.50858	80.90858	74.50916	76.69014	59.92845	85.24556	41.80159	75.46204	94.6321	92.79743	95.21404	89.49992	80.89816	91.99227	67.27439	99.64653	70.56645	96.22385	92.78676	97.52788	99.10152	91.80171	94.83465	99.09538	93.3362	97.74213	65.61703	100	97.66922
8/23/2024 10:51:00 AM	164	92.69229	90.59714	83.00689	75.62791	80.29733	62.01857	86.43722	42.78891	77.84541	95.98305	94.15166	95.7888	91.27061	83.08918	93.62045	70.07788	99.75909	74.71616	97.03674	94.01505	98.02606	99.46313	93.1178	96.06497	99.52342	95.10012	98.34171	68.7925	100	98.25961
